condition,subject,trial,su,rotation,rt,mt,ep
blocked,6337,1,26.78,0.0,758,209,-1.57
blocked,6337,2,26.78,0.0,1683,100,-1.61
blocked,6337,3,0.0,0.0,11959,57,-1.46
blocked,6337,4,0.0,0.0,1750,75,-1.65
blocked,6337,5,26.78,0.0,475,75,-1.6
blocked,6337,6,26.78,0.0,8,108,-1.68
blocked,6337,7,26.78,0.0,550,59,-1.62
blocked,6337,8,0.0,0.0,616,84,-1.58
blocked,6337,9,26.78,0.0,11724,59,-1.61
blocked,6337,10,26.78,0.0,1160,65,-1.63
blocked,6337,11,0.0,0.0,376,99,-1.72
blocked,6337,12,26.78,0.0,433,83,-1.7
blocked,6337,13,26.78,0.0,709,75,-1.55
blocked,6337,14,0.0,0.0,467,75,-1.5
