condition,subject,trial,su,rotation,rt,mt,ep
interleaved,77778,1,0.0,0.0,512,71,-1.6
interleaved,77778,2,26.78,0.0,417,87,-1.54
interleaved,77778,3,26.78,0.0,14429,6308,-1.43
interleaved,77778,4,26.78,0.0,1633,50,-1.68
interleaved,77778,5,26.78,0.0,554,71,-1.59
interleaved,77778,6,26.78,0.0,8150,142,-1.65
interleaved,77778,7,0.0,0.0,979,71,-1.59
interleaved,77778,8,0.0,0.0,416,79,-1.62
interleaved,77778,9,26.78,0.0,342,83,-1.6
interleaved,77778,10,26.78,0.0,162,221,-1.68
interleaved,77778,11,26.78,0.0,667,71,-1.54
