date,condition,subject,trial,target_angle,su,rotation,rt,mt,ep
2025-07-01,mis_rep,2,0,120.0,1.0,0.0,2008,818,0.55
2025-07-01,mis_rep,2,1,-60.0,1.0,0.0,2002,543,-2.71
2025-07-01,mis_rep,2,2,-120.0,1.0,0.0,2006,733,2.81
2025-07-01,mis_rep,2,3,-90.0,1.0,0.0,2004,3119,3.13
2025-07-01,mis_rep,2,4,-90.0,1.0,0.0,2002,622,-3.05
2025-07-01,mis_rep,2,5,30.0,1.0,0.0,2009,890,-1.06
2025-07-01,mis_rep,2,6,-150.0,1.0,0.0,2002,598,2.17
2025-07-01,mis_rep,2,7,-30.0,1.0,0.0,2006,624,-2.11
2025-07-01,mis_rep,2,8,-60.0,1.0,0.0,2004,3427,-2.61
2025-07-01,mis_rep,2,9,-120.0,1.0,0.0,2004,801,2.63
2025-07-01,mis_rep,2,10,0.0,1.0,0.0,2009,2465,-1.58
2025-07-01,mis_rep,2,11,60.0,1.0,0.0,2009,3925,-0.52
2025-07-01,mis_rep,2,12,60.0,1.0,0.0,2009,777,-0.61
2025-07-01,mis_rep,2,13,120.0,1.0,0.0,2009,560,0.57
2025-07-01,mis_rep,2,14,90.0,1.0,0.0,2002,436,-0.13
2025-07-01,mis_rep,2,15,-60.0,1.0,0.0,2011,515,-2.55
2025-07-01,mis_rep,2,16,30.0,1.0,0.0,2009,478,-0.78
2025-07-01,mis_rep,2,17,0.0,1.0,0.0,2006,493,-1.53
2025-07-01,mis_rep,2,18,150.0,1.0,0.0,2010,479,0.83
2025-07-01,mis_rep,2,19,-150.0,1.0,0.0,2010,576,2.26
2025-07-01,mis_rep,2,20,-120.0,1.0,0.0,2006,1521,2.61
2025-07-01,mis_rep,2,21,90.0,1.0,0.0,2005,1994,-0.05
2025-07-01,mis_rep,2,22,60.0,1.0,0.0,2008,504,-0.57
2025-07-01,mis_rep,2,23,-30.0,1.0,0.0,2009,645,-2.16
2025-07-01,mis_rep,2,24,90.0,1.0,0.0,2006,750,-0.12
2025-07-01,mis_rep,2,25,120.0,1.0,0.0,2008,482,0.43
2025-07-01,mis_rep,2,26,150.0,1.0,0.0,2001,479,0.87
2025-07-01,mis_rep,2,27,0.0,1.0,0.0,2009,668,-1.59
2025-07-01,mis_rep,2,28,150.0,1.0,0.0,2004,479,1.02
2025-07-01,mis_rep,2,29,-90.0,1.0,0.0,2011,3571,-3.13
2025-07-01,mis_rep,2,30,-30.0,1.0,0.0,2010,511,-2.2
2025-07-01,mis_rep,2,31,-150.0,1.0,0.0,2004,474,2.21
2025-07-01,mis_rep,2,32,30.0,1.0,0.0,2010,506,-0.93
2025-07-01,mis_rep,2,33,-30.0,1.0,0.0,2005,495,-2.11
2025-07-01,mis_rep,2,34,-30.0,1.0,0.0,2008,490,-1.96
2025-07-01,mis_rep,2,35,30.0,1.0,0.0,2005,560,-1.01
2025-07-01,mis_rep,2,36,150.0,1.0,0.0,2003,527,0.83
2025-07-01,mis_rep,2,37,-60.0,1.0,0.0,2007,487,-2.56
2025-07-01,mis_rep,2,38,120.0,1.0,0.0,2007,497,0.64
2025-07-01,mis_rep,2,39,150.0,1.0,0.0,2007,518,0.8
2025-07-01,mis_rep,2,40,-60.0,1.0,0.0,2003,516,-2.67
2025-07-01,mis_rep,2,41,150.0,1.0,0.0,2010,479,0.95
2025-07-01,mis_rep,2,42,90.0,1.0,0.0,2002,440,-0.09
2025-07-01,mis_rep,2,43,-60.0,1.0,0.0,2003,530,-2.68
2025-07-01,mis_rep,2,44,60.0,1.0,0.0,2004,471,-0.56
2025-07-01,mis_rep,2,45,-60.0,1.0,0.0,2002,472,-2.72
2025-07-01,mis_rep,2,46,30.0,1.0,0.0,2009,535,-1.1
2025-07-01,mis_rep,2,47,90.0,1.0,0.0,2002,388,-0.06
2025-07-01,mis_rep,2,48,-150.0,1.0,0.0,2008,470,2.23
2025-07-01,mis_rep,2,49,120.0,1.0,0.0,2001,468,0.46
2025-07-01,mis_rep,2,50,-30.0,1.0,0.0,2009,476,-2.46
2025-07-01,mis_rep,2,51,-120.0,1.0,0.0,2002,460,2.43
2025-07-01,mis_rep,2,52,120.0,1.0,0.0,2006,462,0.52
2025-07-01,mis_rep,2,53,150.0,1.0,0.0,2009,543,0.76
2025-07-01,mis_rep,2,54,-120.0,1.0,0.0,2010,532,2.58
2025-07-01,mis_rep,2,55,30.0,1.0,0.0,2001,617,-1.16
2025-07-01,mis_rep,2,56,30.0,1.0,0.0,2009,614,-1.06
2025-07-01,mis_rep,2,57,150.0,1.0,0.0,2004,510,0.7
2025-07-01,mis_rep,2,58,90.0,1.0,0.0,2006,484,0.01
2025-07-01,mis_rep,2,59,0.0,1.0,0.0,2011,490,-1.6
2025-07-01,mis_rep,2,60,-90.0,1.0,0.0,2005,507,-3.03
2025-07-01,mis_rep,2,61,-90.0,1.0,0.0,2001,499,-3.05
2025-07-01,mis_rep,2,62,60.0,1.0,0.0,2005,630,-0.42
2025-07-01,mis_rep,2,63,30.0,1.0,0.0,2009,538,-1.11
2025-07-01,mis_rep,2,64,30.0,1.0,0.0,2009,482,-1.22
2025-07-01,mis_rep,2,65,60.0,1.0,0.0,2006,562,-0.51
2025-07-01,mis_rep,2,66,30.0,1.0,0.0,2006,637,-0.9
2025-07-01,mis_rep,2,67,-150.0,1.0,0.0,2010,493,2.08
2025-07-01,mis_rep,2,68,-120.0,1.0,0.0,2007,526,2.58
2025-07-01,mis_rep,2,69,150.0,1.0,0.0,2009,481,0.92
2025-07-01,mis_rep,2,70,0.0,1.0,0.0,2009,479,-1.47
2025-07-01,mis_rep,2,71,-60.0,1.0,0.0,2009,532,-2.57
2025-07-01,mis_rep,2,72,0.0,1.0,0.0,2002,486,-1.61
2025-07-01,mis_rep,2,73,-90.0,1.0,0.0,2007,551,-2.87
2025-07-01,mis_rep,2,74,-90.0,1.0,0.0,2012,432,-2.88
2025-07-01,mis_rep,2,75,150.0,1.0,0.0,2010,555,0.81
2025-07-01,mis_rep,2,76,90.0,1.0,0.0,2007,466,-0.03
2025-07-01,mis_rep,2,77,120.0,1.0,0.0,2001,567,0.58
2025-07-01,mis_rep,2,78,90.0,1.0,0.0,2008,505,-0.01
2025-07-01,mis_rep,2,79,-30.0,1.0,0.0,2009,483,-2.35
2025-07-01,mis_rep,2,80,30.0,1.0,0.0,2004,478,-1.13
2025-07-01,mis_rep,2,81,0.0,1.0,0.0,2004,493,-1.49
2025-07-01,mis_rep,2,82,150.0,1.0,0.0,2008,464,0.94
2025-07-01,mis_rep,2,83,120.0,1.0,0.0,2004,362,0.36
2025-07-01,mis_rep,2,84,90.0,1.0,0.0,2001,383,-0.1
2025-07-01,mis_rep,2,85,30.0,1.0,0.0,2006,370,-0.96
2025-07-01,mis_rep,2,86,-150.0,1.0,0.0,2002,357,2.36
2025-07-01,mis_rep,2,87,-90.0,1.0,0.0,2001,422,-2.93
