date,condition,subject,trial,target_angle,su,rotation,rt,mt,ep
2025-07-22,mis_rep,2.4,0,90.0,1.0,0.0,2008,583,-0.04
2025-07-22,mis_rep,2.4,1,-60.0,1.0,0.0,2010,570,-2.62
2025-07-22,mis_rep,2.4,2,30.0,1.0,0.0,2009,610,-0.94
2025-07-22,mis_rep,2.4,3,-150.0,1.0,0.0,2008,595,2.1
2025-07-22,mis_rep,2.4,4,150.0,1.0,0.0,2008,583,0.81
2025-07-22,mis_rep,2.4,5,90.0,1.0,0.0,2001,600,0.08
2025-07-22,mis_rep,2.4,6,-90.0,1.0,0.0,2004,516,-3.1
2025-07-22,mis_rep,2.4,7,-60.0,1.0,0.0,2009,538,-2.62
2025-07-22,mis_rep,2.4,8,-30.0,1.0,0.0,2005,555,-2.17
2025-07-22,mis_rep,2.4,9,0.0,1.0,0.0,2002,578,-1.58
2025-07-22,mis_rep,2.4,10,-150.0,1.0,0.0,2010,562,2.28
2025-07-22,mis_rep,2.4,11,-150.0,1.0,0.0,2008,515,2.17
2025-07-22,mis_rep,2.4,12,60.0,1.0,0.0,2006,571,-0.51
2025-07-22,mis_rep,2.4,13,-90.0,1.0,0.0,2003,517,-3.14
2025-07-22,mis_rep,2.4,14,150.0,1.0,0.0,2006,538,1.02
2025-07-22,mis_rep,2.4,15,30.0,1.0,0.0,2001,536,-1.04
2025-07-22,mis_rep,2.4,16,-30.0,1.0,0.0,2007,528,-1.97
2025-07-22,mis_rep,2.4,17,60.0,1.0,0.0,2009,535,-0.56
2025-07-22,mis_rep,2.4,18,-60.0,1.0,0.0,2001,527,-2.62
2025-07-22,mis_rep,2.4,19,-120.0,1.0,0.0,2002,472,2.57
2025-07-22,mis_rep,2.4,20,-30.0,1.0,0.0,2001,533,-2.05
2025-07-22,mis_rep,2.4,21,120.0,1.0,0.0,2006,515,0.6
2025-07-22,mis_rep,2.4,22,60.0,1.0,0.0,2009,523,-0.54
2025-07-22,mis_rep,2.4,23,-120.0,1.0,0.0,2007,534,2.63
2025-07-22,mis_rep,2.4,24,-120.0,1.0,0.0,2001,507,2.62
2025-07-22,mis_rep,2.4,25,0.0,1.0,0.0,2004,580,-1.64
2025-07-22,mis_rep,2.4,26,150.0,1.0,0.0,2004,555,1.03
2025-07-22,mis_rep,2.4,27,90.0,1.0,0.0,2001,529,-0.05
2025-07-22,mis_rep,2.4,28,30.0,1.0,0.0,2007,558,-1.01
2025-07-22,mis_rep,2.4,29,120.0,1.0,0.0,2001,533,0.56
2025-07-22,mis_rep,2.4,30,0.0,1.0,0.0,2002,578,-1.58
2025-07-22,mis_rep,2.4,31,-90.0,1.0,0.0,2007,527,-3.07
2025-07-22,mis_rep,2.4,32,120.0,1.0,0.0,2005,512,0.61
2025-07-22,mis_rep,2.4,33,-120.0,1.0,0.0,2007,535,2.66
2025-07-22,mis_rep,2.4,34,0.0,1.0,0.0,2010,538,-1.56
2025-07-22,mis_rep,2.4,35,-90.0,1.0,0.0,2004,521,-3.13
2025-07-22,mis_rep,2.4,36,90.0,1.0,0.0,2007,527,-0.1
2025-07-22,mis_rep,2.4,37,-60.0,1.0,0.0,2002,515,-2.5
2025-07-22,mis_rep,2.4,38,150.0,1.0,0.0,2006,504,0.87
2025-07-22,mis_rep,2.4,39,-120.0,1.0,0.0,2003,526,2.73
2025-07-22,mis_rep,2.4,40,-30.0,1.0,0.0,2004,541,-2.09
2025-07-22,mis_rep,2.4,41,-150.0,1.0,0.0,2008,517,2.16
2025-07-22,mis_rep,2.4,42,-30.0,1.0,0.0,2006,540,-2.07
2025-07-22,mis_rep,2.4,43,30.0,1.0,0.0,2006,544,-1.0
2025-07-22,mis_rep,2.4,44,30.0,1.0,0.0,2005,687,-0.97
2025-07-22,mis_rep,2.4,45,120.0,1.0,0.0,2006,481,0.3
2025-07-22,mis_rep,2.4,46,-90.0,1.0,0.0,2008,503,-2.98
2025-07-22,mis_rep,2.4,47,-30.0,1.0,0.0,2008,537,-2.06
2025-07-22,mis_rep,2.4,48,-150.0,1.0,0.0,2005,527,2.1
2025-07-22,mis_rep,2.4,49,0.0,1.0,0.0,2010,541,-1.59
