date,condition,subject,trial,target_angle,su,rotation,rt,mt,ep
2025-07-01,mis_rep,3,0,90.0,1.0,0.0,2009,2609,-0.02
2025-07-01,mis_rep,3,1,150.0,1.0,0.0,2003,792,1.11
2025-07-01,mis_rep,3,2,-90.0,1.0,0.0,2004,689,3.09
2025-07-01,mis_rep,3,3,30.0,1.0,0.0,2012,422,-0.71
2025-07-01,mis_rep,3,4,-150.0,1.0,0.0,2002,435,2.17
2025-07-01,mis_rep,3,5,60.0,1.0,0.0,2001,433,-0.45
2025-07-01,mis_rep,3,6,150.0,1.0,0.0,2007,424,0.78
2025-07-01,mis_rep,3,7,-120.0,1.0,0.0,2002,394,2.53
2025-07-01,mis_rep,3,8,-60.0,1.0,0.0,2002,434,-2.75
2025-07-01,mis_rep,3,9,0.0,1.0,0.0,2007,482,-1.68
2025-07-01,mis_rep,3,10,120.0,1.0,0.0,2003,379,0.59
2025-07-01,mis_rep,3,11,-60.0,1.0,0.0,2002,400,-2.65
2025-07-01,mis_rep,3,12,-90.0,1.0,0.0,2003,377,3.0
2025-07-01,mis_rep,3,13,0.0,1.0,0.0,2003,448,-1.45
2025-07-01,mis_rep,3,14,30.0,1.0,0.0,2004,415,-0.85
2025-07-01,mis_rep,3,15,-120.0,1.0,0.0,2002,449,2.5
2025-07-01,mis_rep,3,16,-30.0,1.0,0.0,2010,401,-2.23
2025-07-01,mis_rep,3,17,150.0,1.0,0.0,2007,420,0.94
2025-07-01,mis_rep,3,18,90.0,1.0,0.0,2002,370,-0.25
2025-07-01,mis_rep,3,19,120.0,1.0,0.0,2006,422,0.68
2025-07-01,mis_rep,3,20,-90.0,1.0,0.0,2006,374,3.03
2025-07-01,mis_rep,3,21,0.0,1.0,0.0,2008,413,-1.42
2025-07-01,mis_rep,3,22,-30.0,1.0,0.0,2008,410,-2.19
2025-07-01,mis_rep,3,23,60.0,1.0,0.0,2003,432,-0.5
2025-07-01,mis_rep,3,24,90.0,1.0,0.0,2008,371,-0.14
2025-07-01,mis_rep,3,25,-60.0,1.0,0.0,2006,502,-2.81
2025-07-01,mis_rep,3,26,120.0,1.0,0.0,2009,443,0.48
2025-07-01,mis_rep,3,27,-150.0,1.0,0.0,2010,431,2.15
2025-07-01,mis_rep,3,28,30.0,1.0,0.0,2010,411,-0.92
2025-07-01,mis_rep,3,29,-150.0,1.0,0.0,2001,432,2.17
2025-07-01,mis_rep,3,30,60.0,1.0,0.0,2005,393,-0.42
2025-07-01,mis_rep,3,31,-120.0,1.0,0.0,2007,422,2.49
2025-07-01,mis_rep,3,32,-30.0,1.0,0.0,2006,432,-2.08
2025-07-01,mis_rep,3,33,120.0,1.0,0.0,2007,463,0.47
2025-07-01,mis_rep,3,34,120.0,1.0,0.0,2001,442,0.52
2025-07-01,mis_rep,3,35,90.0,1.0,0.0,2005,421,-0.12
2025-07-01,mis_rep,3,36,-30.0,1.0,0.0,2006,442,-2.07
2025-07-01,mis_rep,3,37,-150.0,1.0,0.0,2005,423,2.2
2025-07-01,mis_rep,3,38,-60.0,1.0,0.0,2010,420,-2.31
2025-07-01,mis_rep,3,39,-120.0,1.0,0.0,2008,463,2.49
2025-07-01,mis_rep,3,40,-90.0,1.0,0.0,2005,616,-2.87
2025-07-01,mis_rep,3,41,-30.0,1.0,0.0,2002,419,-2.06
2025-07-01,mis_rep,3,42,120.0,1.0,0.0,2005,483,0.63
2025-07-01,mis_rep,3,43,-150.0,1.0,0.0,2007,495,2.27
2025-07-01,mis_rep,3,44,60.0,1.0,0.0,2003,515,-0.53
2025-07-01,mis_rep,3,45,-30.0,1.0,0.0,2001,535,-2.26
2025-07-01,mis_rep,3,46,-60.0,1.0,0.0,2009,587,-2.43
2025-07-01,mis_rep,3,47,-90.0,1.0,0.0,2009,556,-2.93
2025-07-01,mis_rep,3,48,-30.0,1.0,0.0,2008,485,-2.28
2025-07-01,mis_rep,3,49,-120.0,1.0,0.0,2005,463,2.6
2025-07-01,mis_rep,3,50,-30.0,1.0,0.0,2010,535,-2.25
2025-07-01,mis_rep,3,51,-90.0,1.0,0.0,2008,423,-2.94
2025-07-01,mis_rep,3,52,90.0,1.0,0.0,2008,464,-0.18
2025-07-01,mis_rep,3,53,-120.0,1.0,0.0,2010,472,2.8
2025-07-01,mis_rep,3,54,-120.0,1.0,0.0,2010,465,2.68
2025-07-01,mis_rep,3,55,-90.0,1.0,0.0,2007,949,3.12
2025-07-01,mis_rep,3,56,120.0,1.0,0.0,2007,815,0.78
2025-07-01,mis_rep,3,57,30.0,1.0,0.0,2005,463,-0.88
2025-07-01,mis_rep,3,58,60.0,1.0,0.0,2003,432,-0.48
2025-07-01,mis_rep,3,59,-120.0,1.0,0.0,2007,458,2.56
2025-07-01,mis_rep,3,60,-120.0,1.0,0.0,2003,432,2.52
2025-07-01,mis_rep,3,61,90.0,1.0,0.0,2003,507,-0.19
2025-07-01,mis_rep,3,62,-90.0,1.0,0.0,2007,720,-2.92
2025-07-01,mis_rep,3,63,150.0,1.0,0.0,2001,1019,1.08
2025-07-01,mis_rep,3,64,-120.0,1.0,0.0,2001,607,2.7
2025-07-01,mis_rep,3,65,-90.0,1.0,0.0,2004,504,-2.96
2025-07-01,mis_rep,3,66,60.0,1.0,0.0,2004,447,-0.26
2025-07-01,mis_rep,3,67,-90.0,1.0,0.0,2009,585,-2.97
2025-07-01,mis_rep,3,68,150.0,1.0,0.0,2002,574,1.07
2025-07-01,mis_rep,3,69,60.0,1.0,0.0,2004,442,-0.48
2025-07-01,mis_rep,3,70,150.0,1.0,0.0,2009,446,0.87
2025-07-01,mis_rep,3,71,150.0,1.0,0.0,2008,504,1.34
2025-07-01,mis_rep,3,72,-120.0,1.0,0.0,2002,448,2.66
2025-07-01,mis_rep,3,73,150.0,1.0,0.0,2001,494,1.17
2025-07-01,mis_rep,3,74,30.0,1.0,0.0,2004,441,-0.83
2025-07-01,mis_rep,3,75,0.0,1.0,0.0,2003,651,-1.51
2025-07-01,mis_rep,3,76,-120.0,1.0,0.0,2001,475,2.79
2025-07-01,mis_rep,3,77,60.0,1.0,0.0,2006,477,-0.58
2025-07-01,mis_rep,3,78,-90.0,1.0,0.0,2003,832,-2.87
2025-07-01,mis_rep,3,79,90.0,1.0,0.0,2010,432,-0.01
2025-07-01,mis_rep,3,80,30.0,1.0,0.0,2007,542,-1.26
2025-07-01,mis_rep,3,81,90.0,1.0,0.0,2004,393,-0.07
2025-07-01,mis_rep,3,82,-30.0,1.0,0.0,2007,613,-2.17
2025-07-01,mis_rep,3,83,-60.0,1.0,0.0,2011,461,-2.47
