date,condition,subject,trial,target_angle,su,rotation,rt,mt,ep
2025-07-01,mis_rep,4,0,0.0,1.0,0.0,2007,981,-1.23
2025-07-01,mis_rep,4,1,90.0,1.0,0.0,2001,599,0.24
2025-07-01,mis_rep,4,2,-60.0,1.0,0.0,2007,555,-2.65
2025-07-01,mis_rep,4,3,-30.0,1.0,0.0,2009,1128,-2.15
2025-07-01,mis_rep,4,4,-150.0,1.0,0.0,2009,580,2.37
2025-07-01,mis_rep,4,5,-60.0,1.0,0.0,2010,528,-2.57
2025-07-01,mis_rep,4,6,-60.0,1.0,0.0,2004,583,-2.61
2025-07-01,mis_rep,4,7,60.0,1.0,0.0,2008,489,-0.41
2025-07-01,mis_rep,4,8,-120.0,1.0,0.0,2007,502,2.66
2025-07-01,mis_rep,4,9,90.0,1.0,0.0,2003,555,0.03
2025-07-01,mis_rep,4,10,-30.0,1.0,0.0,2004,592,-2.16
2025-07-01,mis_rep,4,11,30.0,1.0,0.0,2008,553,-0.76
2025-07-01,mis_rep,4,12,120.0,1.0,0.0,2005,593,0.46
2025-07-01,mis_rep,4,13,0.0,1.0,0.0,2007,486,-1.51
2025-07-01,mis_rep,4,14,-150.0,1.0,0.0,2004,527,2.36
2025-07-01,mis_rep,4,15,-150.0,1.0,0.0,2010,507,2.36
2025-07-01,mis_rep,4,16,30.0,1.0,0.0,2009,586,-0.93
2025-07-01,mis_rep,4,17,-90.0,1.0,0.0,2010,566,3.09
2025-07-01,mis_rep,4,18,-90.0,1.0,0.0,2008,473,-3.11
2025-07-01,mis_rep,4,19,-120.0,1.0,0.0,2006,435,2.73
2025-07-01,mis_rep,4,20,60.0,1.0,0.0,2004,493,-0.55
2025-07-01,mis_rep,4,21,120.0,1.0,0.0,2003,530,0.65
2025-07-01,mis_rep,4,22,150.0,1.0,0.0,2002,589,0.87
2025-07-01,mis_rep,4,23,60.0,1.0,0.0,2003,630,-0.44
2025-07-01,mis_rep,4,24,0.0,1.0,0.0,2006,489,-1.48
2025-07-01,mis_rep,4,25,30.0,1.0,0.0,2010,513,-0.91
2025-07-01,mis_rep,4,26,120.0,1.0,0.0,2006,502,0.45
2025-07-01,mis_rep,4,27,-90.0,1.0,0.0,2010,460,3.12
2025-07-01,mis_rep,4,28,150.0,1.0,0.0,2006,523,0.95
2025-07-01,mis_rep,4,29,-30.0,1.0,0.0,2005,520,-2.23
2025-07-01,mis_rep,4,30,-120.0,1.0,0.0,2011,592,2.72
2025-07-01,mis_rep,4,31,150.0,1.0,0.0,2001,478,1.01
2025-07-01,mis_rep,4,32,90.0,1.0,0.0,2001,523,0.0
2025-07-01,mis_rep,4,33,0.0,1.0,0.0,2005,483,-1.44
2025-07-01,mis_rep,4,34,-30.0,1.0,0.0,2002,494,-2.18
2025-07-01,mis_rep,4,35,-60.0,1.0,0.0,2004,559,-2.65
2025-07-01,mis_rep,4,36,90.0,1.0,0.0,2001,515,0.05
2025-07-01,mis_rep,4,37,-30.0,1.0,0.0,2005,539,-2.26
2025-07-01,mis_rep,4,38,-90.0,1.0,0.0,2008,647,-3.11
2025-07-01,mis_rep,4,39,-120.0,1.0,0.0,2012,645,2.65
2025-07-01,mis_rep,4,40,-60.0,1.0,0.0,2002,735,-2.73
2025-07-01,mis_rep,4,41,-60.0,1.0,0.0,2011,684,-2.8
2025-07-01,mis_rep,4,42,30.0,1.0,0.0,2011,743,-0.93
2025-07-01,mis_rep,4,43,60.0,1.0,0.0,2003,683,-0.36
2025-07-01,mis_rep,4,44,30.0,1.0,0.0,2002,683,-0.86
2025-07-01,mis_rep,4,45,-150.0,1.0,0.0,2008,876,2.16
2025-07-01,mis_rep,4,46,90.0,1.0,0.0,2005,542,-0.1
2025-07-01,mis_rep,4,47,-90.0,1.0,0.0,2010,769,-3.06
2025-07-01,mis_rep,4,48,-90.0,1.0,0.0,2005,656,3.13
2025-07-01,mis_rep,4,49,-60.0,1.0,0.0,2012,756,-2.66
2025-07-01,mis_rep,4,50,30.0,1.0,0.0,2004,665,-0.92
2025-07-01,mis_rep,4,51,-30.0,1.0,0.0,2008,732,-2.26
2025-07-01,mis_rep,4,52,-90.0,1.0,0.0,2005,579,-3.06
2025-07-01,mis_rep,4,53,150.0,1.0,0.0,2003,573,0.92
2025-07-01,mis_rep,4,54,30.0,1.0,0.0,2003,642,-0.94
2025-07-01,mis_rep,4,55,90.0,1.0,0.0,2003,529,-0.09
2025-07-01,mis_rep,4,56,120.0,1.0,0.0,2002,507,0.5
2025-07-01,mis_rep,4,57,-60.0,1.0,0.0,2001,498,-2.71
2025-07-01,mis_rep,4,58,120.0,1.0,0.0,2007,507,0.52
2025-07-01,mis_rep,4,59,-120.0,1.0,0.0,2010,528,2.61
2025-07-01,mis_rep,4,60,150.0,1.0,0.0,2010,975,1.14
2025-07-01,mis_rep,4,61,-90.0,1.0,0.0,2009,623,3.1
2025-07-01,mis_rep,4,62,90.0,1.0,0.0,2009,841,0.16
2025-07-01,mis_rep,4,63,-60.0,1.0,0.0,2010,524,-2.7
2025-07-01,mis_rep,4,64,60.0,1.0,0.0,2008,597,-0.37
2025-07-01,mis_rep,4,65,60.0,1.0,0.0,2002,521,-0.45
