,experiment,condition,subject,block,level_4,p,nll,bic,model
105,2,new_learn,78,6,1,38.227779901017726,89.17374339318414,187.55782715834445,nll_uniy_1
106,2,new_learn,78,6,0,-0.6290267217496588,61.47004284784107,136.75559625364642,nll_glc_0
107,2,new_learn,78,6,1,-8.97672039148482,61.47004284784107,136.75559625364642,nll_glc_0
108,2,new_learn,78,6,2,38.22864232406919,61.47004284784107,136.75559625364642,nll_glc_0
109,2,new_learn,78,6,0,0.9999996745216271,64.650141354053,143.11579326607028,nll_glc_1
110,2,new_learn,78,6,1,-47.25249914754238,64.650141354053,143.11579326607028,nll_glc_1
111,2,new_learn,78,6,2,38.2017872111614,64.650141354053,143.11579326607028,nll_glc_1
112,2,relearn,73,2,0,45.855192721386835,97.59658454098115,204.40350945393848,nll_unix_0
113,2,relearn,73,2,1,37.7214366701664,97.59658454098115,204.40350945393848,nll_unix_0
114,2,relearn,73,2,0,47.40373683181609,61.38315072656131,131.9766418250988,nll_unix_1
115,2,relearn,73,2,1,37.671062453157354,61.38315072656131,131.9766418250988,nll_unix_1
116,2,relearn,73,2,0,53.3943730817517,70.53929506815231,150.2889305082808,nll_uniy_0
117,2,relearn,73,2,1,37.716885083328904,70.53929506815231,150.2889305082808,nll_uniy_0
118,2,relearn,73,2,0,55.694419028477135,96.98292014438323,203.17618066074263,nll_uniy_1
119,2,relearn,73,2,1,37.7230948700424,96.98292014438323,203.17618066074263,nll_uniy_1
120,2,relearn,73,2,0,-0.8662839840301452,55.88010856412893,125.57572768622214,nll_glc_0
121,2,relearn,73,2,1,13.418508688986694,55.88010856412893,125.57572768622214,nll_glc_0
122,2,relearn,73,2,2,28.82143557107835,55.88010856412893,125.57572768622214,nll_glc_0
123,2,relearn,73,2,0,0.9999999622566986,61.38925719272518,136.59402494341464,nll_glc_1
124,2,relearn,73,2,1,-47.52936577414251,61.38925719272518,136.59402494341464,nll_glc_1
125,2,relearn,73,2,2,37.67275428418792,61.38925719272518,136.59402494341464,nll_glc_1
126,2,relearn,73,6,0,62.85808099128837,87.34315113285125,183.89664263767867,nll_unix_0
127,2,relearn,73,6,1,36.34273354950541,87.34315113285125,183.89664263767867,nll_unix_0
128,2,relearn,73,6,0,43.20932213873287,72.85907062630086,154.9284816245779,nll_unix_1
129,2,relearn,73,6,1,36.344221887228045,72.85907062630086,154.9284816245779,nll_unix_1
130,2,relearn,73,6,0,60.61667370042334,51.82972131605011,112.86978300407641,nll_uniy_0
131,2,relearn,73,6,1,28.65958075542968,51.82972131605011,112.86978300407641,nll_uniy_0
132,2,relearn,73,6,0,42.206940734027576,109.030467833616,227.27127603920817,nll_uniy_1
133,2,relearn,73,6,1,36.34211680078289,109.030467833616,227.27127603920817,nll_uniy_1
134,2,relearn,73,6,0,-0.4235472574171748,46.18417191081892,106.18385437960211,nll_glc_0
135,2,relearn,73,6,1,-31.007026066510885,46.18417191081892,106.18385437960211,nll_glc_0
136,2,relearn,73,6,2,20.855013303916863,46.18417191081892,106.18385437960211,nll_glc_0
137,2,relearn,73,6,0,0.9999999931454253,72.86460812760362,159.5447268131715,nll_glc_1
138,2,relearn,73,6,1,-43.08468328400961,72.86460812760362,159.5447268131715,nll_glc_1
139,2,relearn,73,6,2,36.341335549102794,72.86460812760362,159.5447268131715,nll_glc_1
140,2,relearn,75,2,0,70.40460672020235,86.91259713518568,183.03553464234753,nll_unix_0
141,2,relearn,75,2,1,36.63313505711707,86.91259713518568,183.03553464234753,nll_unix_0
142,2,relearn,75,2,0,39.745334904881815,19.74567798968168,48.70169635133955,nll_unix_1
143,2,relearn,75,2,1,14.341234927218885,19.74567798968168,48.70169635133955,nll_unix_1
144,2,relearn,75,2,0,63.02594193386849,37.64989353369109,84.51012743935837,nll_uniy_0
145,2,relearn,75,2,1,26.615214916216257,37.64989353369109,84.51012743935837,nll_uniy_0
146,2,relearn,75,2,0,29.293756263337052,64.41117626478729,138.03269290155075,nll_uniy_1
147,2,relearn,75,2,1,36.63403972607634,64.41117626478729,138.03269290155075,nll_uniy_1
148,2,relearn,75,2,0,-0.7843145041656749,6.13563667152186,26.086783901007998,nll_glc_0
149,2,relearn,75,2,1,0.9542972545080094,6.13563667152186,26.086783901007998,nll_glc_0
150,2,relearn,75,2,2,9.202470935810592,6.13563667152186,26.086783901007998,nll_glc_0
151,2,relearn,75,2,0,0.9999999997950528,19.747440140869955,53.31039083970418,nll_glc_1
152,2,relearn,75,2,1,-39.58743482158287,19.747440140869955,53.31039083970418,nll_glc_1
153,2,relearn,75,2,2,14.488890580344405,19.747440140869955,53.31039083970418,nll_glc_1
154,2,relearn,75,6,0,51.3859037379091,77.16713102107298,163.54460241412212,nll_unix_0
155,2,relearn,75,6,1,38.089853568409886,77.16713102107298,163.54460241412212,nll_unix_0
156,2,relearn,75,6,0,49.08653746917293,36.44362281610369,82.09758600418357,nll_unix_1
157,2,relearn,75,6,1,27.06239140385108,36.44362281610369,82.09758600418357,nll_unix_1
158,2,relearn,75,6,0,54.83378374075936,38.37022730708928,85.95079498615475,nll_uniy_0
159,2,relearn,75,6,1,28.309334392540094,38.37022730708928,85.95079498615475,nll_uniy_0
160,2,relearn,75,6,0,51.29396269246509,73.69500545695396,156.6003512858841,nll_uniy_1
161,2,relearn,75,6,1,38.08925364074969,73.69500545695396,156.6003512858841,nll_uniy_1
162,2,relearn,75,6,0,-0.6964700827186485,16.29092978790326,46.39737013377079,nll_glc_0
163,2,relearn,75,6,1,-4.484582353013642,16.29092978790326,46.39737013377079,nll_glc_0
164,2,relearn,75,6,2,11.97936590357836,16.29092978790326,46.39737013377079,nll_glc_0
165,2,relearn,75,6,0,0.9999999903857959,36.448929380491165,86.7133693189466,nll_glc_1
166,2,relearn,75,6,1,-49.11054639282797,36.448929380491165,86.7133693189466,nll_glc_1
167,2,relearn,75,6,2,27.372386494239265,36.448929380491165,86.7133693189466,nll_glc_1
168,2,relearn,77,2,0,66.65540064201602,98.59999676145964,206.41033389489544,nll_unix_0
169,2,relearn,77,2,1,37.45999911525267,98.59999676145964,206.41033389489544,nll_unix_0
170,2,relearn,77,2,0,42.119206144659145,56.36655523344304,121.94345083886226,nll_unix_1
171,2,relearn,77,2,1,37.406848429830404,56.36655523344304,121.94345083886226,nll_unix_1
172,2,relearn,77,2,0,65.70274349611606,60.289265501379646,129.78887137473546,nll_uniy_0
173,2,relearn,77,2,1,37.4470184485477,60.289265501379646,129.78887137473546,nll_uniy_0
174,2,relearn,77,2,0,41.12375719704277,94.71802862307626,198.6463976181287,nll_uniy_1
175,2,relearn,77,2,1,37.455938563226404,94.71802862307626,198.6463976181287,nll_uniy_1
176,2,relearn,77,2,0,-0.7543191551212041,43.01662137698881,99.84875331194189,nll_glc_0
177,2,relearn,77,2,1,-2.3655824895095123,43.01662137698881,99.84875331194189,nll_glc_0
178,2,relearn,77,2,2,19.90947198681912,43.01662137698881,99.84875331194189,nll_glc_0
179,2,relearn,77,2,0,0.9999996611274995,56.395880125231244,126.60727080842676,nll_glc_1
180,2,relearn,77,2,1,-42.734296496664356,56.395880125231244,126.60727080842676,nll_glc_1
181,2,relearn,77,2,2,37.22530890019833,56.395880125231244,126.60727080842676,nll_glc_1
182,2,relearn,77,6,0,66.79058526506924,84.97459401926332,179.15952841050282,nll_unix_0
183,2,relearn,77,6,1,36.23352654118308,84.97459401926332,179.15952841050282,nll_unix_0
184,2,relearn,77,6,0,27.892908852821886,57.84772205730104,124.90578448657827,nll_unix_1
185,2,relearn,77,6,1,36.21613897139799,57.84772205730104,124.90578448657827,nll_unix_1
186,2,relearn,77,6,0,73.67939916849069,51.16298284329709,111.53630605857036,nll_uniy_0
187,2,relearn,77,6,1,36.23118922809893,51.16298284329709,111.53630605857036,nll_uniy_0
188,2,relearn,77,6,0,34.41083216539371,95.5213634953328,200.2530673626418,nll_uniy_1
189,2,relearn,77,6,1,36.2335459179188,95.5213634953328,200.2530673626418,nll_uniy_1
190,2,relearn,77,6,0,-0.6404302469171466,42.17122849000883,98.15796753798193,nll_glc_0
191,2,relearn,77,6,1,-25.210661932671695,42.17122849000883,98.15796753798193,nll_glc_0
192,2,relearn,77,6,2,21.699459987809966,42.17122849000883,98.15796753798193,nll_glc_0
193,2,relearn,77,6,0,0.9999998442199576,57.85969492281856,129.5349004036014,nll_glc_1
194,2,relearn,77,6,1,-27.963584623484955,57.85969492281856,129.5349004036014,nll_glc_1
195,2,relearn,77,6,2,36.232148690149906,57.85969492281856,129.5349004036014,nll_glc_1
196,2,relearn,79,2,0,54.50901105266605,100.01205393647214,209.23444824492046,nll_unix_0
197,2,relearn,79,2,1,38.94599770677209,100.01205393647214,209.23444824492046,nll_unix_0
198,2,relearn,79,2,0,44.221891556494356,52.56623407935364,114.34280853068347,nll_unix_1
199,2,relearn,79,2,1,28.536818002696883,52.56623407935364,114.34280853068347,nll_unix_1
200,2,relearn,79,2,0,56.358248135936286,81.22506442794041,171.660469227857,nll_uniy_0
201,2,relearn,79,2,1,38.9376837682462,81.22506442794041,171.660469227857,nll_uniy_0
202,2,relearn,79,2,0,44.04452458299718,78.11630031982506,165.4429410116263,nll_uniy_1
203,2,relearn,79,2,1,38.944153425073914,78.11630031982506,165.4429410116263,nll_uniy_1
204,2,relearn,79,2,0,-0.9789153244378274,51.53669347131084,116.88889750058595,nll_glc_0
205,2,relearn,79,2,1,33.32382287269907,51.53669347131084,116.88889750058595,nll_glc_0
206,2,relearn,79,2,2,25.726923418805537,51.53669347131084,116.88889750058595,nll_glc_0
207,2,relearn,79,2,0,0.9999992818176757,52.57421184703503,118.96393425203433,nll_glc_1
208,2,relearn,79,2,1,-44.17201405403943,52.57421184703503,118.96393425203433,nll_glc_1
209,2,relearn,79,2,2,28.790252056396074,52.57421184703503,118.96393425203433,nll_glc_1
210,2,relearn,79,6,0,53.419531680023425,100.78968262510723,210.78970562219064,nll_unix_0
211,2,relearn,79,6,1,39.39741015192353,100.78968262510723,210.78970562219064,nll_unix_0
212,2,relearn,79,6,0,42.87816970540475,48.24096273902079,105.69226585001776,nll_unix_1
213,2,relearn,79,6,1,22.344142399573638,48.24096273902079,105.69226585001776,nll_unix_1
214,2,relearn,79,6,0,58.153428936463094,93.84716237803221,196.9046651280406,nll_uniy_0
215,2,relearn,79,6,1,39.39649354803495,93.84716237803221,196.9046651280406,nll_uniy_0
216,2,relearn,79,6,0,45.86648275770057,67.03730639624195,143.28495316446006,nll_uniy_1
217,2,relearn,79,6,1,39.39718826942074,67.03730639624195,143.28495316446006,nll_uniy_1
218,2,relearn,79,6,0,-0.9995390432999398,48.220785276092975,110.25708111015022,nll_glc_0
219,2,relearn,79,6,1,41.32393936239281,48.220785276092975,110.25708111015022,nll_glc_0
220,2,relearn,79,6,2,21.84136427472966,48.220785276092975,110.25708111015022,nll_glc_0
221,2,relearn,79,6,0,0.9999965037130192,48.24618399010646,110.30787853817719,nll_glc_1
222,2,relearn,79,6,1,-42.94886473997473,48.24618399010646,110.30787853817719,nll_glc_1
223,2,relearn,79,6,2,22.392913910080456,48.24618399010646,110.30787853817719,nll_glc_1
