condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'RB', 'resp': 'reach'}",34,0,Left,37.70332228549933,21.422782274060495,1.8851661142749665,0.33650827705821046,Right,Incorrect,0.0,0.0,-45,45,2004,1075,-0.75
"{'cat': 'RB', 'resp': 'reach'}",34,1,Right,66.96266727226039,33.61649446419375,3.3481333636130195,0.5280466602407651,Right,Correct,0.0,0.0,-45,45,2004,1158,-0.79
"{'cat': 'RB', 'resp': 'reach'}",34,2,Left,35.74585999038225,43.218218789007345,1.7872929995191127,0.6788701932439092,Right,Incorrect,0.0,0.0,-45,45,2013,708,-0.74
"{'cat': 'RB', 'resp': 'reach'}",34,3,Left,41.433746311315666,47.67064601925365,2.0716873155657836,0.748808756629834,Right,Incorrect,0.0,0.0,-45,45,2004,625,-0.79
"{'cat': 'RB', 'resp': 'reach'}",34,4,Right,68.27015956369934,54.492990808596446,3.413507978184967,0.8559738979821137,Left,Incorrect,0.0,0.0,-45,45,2013,725,-2.51
"{'cat': 'RB', 'resp': 'reach'}",34,5,Right,58.67207321400079,57.44480609931487,2.9336036607000393,0.9023409041424886,Left,Incorrect,0.0,0.0,-45,45,2005,404,-2.64
"{'cat': 'RB', 'resp': 'reach'}",34,6,Left,41.42143633236222,69.36914761628614,2.071071816618111,1.0896480226855525,Right,Incorrect,0.0,0.0,-45,45,2008,621,-0.83
"{'cat': 'RB', 'resp': 'reach'}",34,7,Right,53.46977993006278,53.09787629788551,2.673488996503139,0.8340594904932837,Right,Correct,0.0,0.0,-45,45,2004,712,-0.83
"{'cat': 'RB', 'resp': 'reach'}",34,8,Right,66.21212089724014,26.083075903557653,3.310606044862007,0.4097119982082084,Left,Incorrect,0.0,0.0,-45,45,2004,784,-2.45
"{'cat': 'RB', 'resp': 'reach'}",34,9,Left,45.01051361298275,84.83184064666655,2.2505256806491376,1.3325354368303381,Right,Incorrect,0.0,0.0,-45,45,2004,908,-0.91
"{'cat': 'RB', 'resp': 'reach'}",34,10,Right,57.513942189010436,26.056319782055652,2.8756971094505217,0.4092917140344622,Right,Correct,0.0,0.0,-45,45,2004,796,-0.88
"{'cat': 'RB', 'resp': 'reach'}",34,11,Left,38.266786714382974,81.82386777370223,1.9133393357191488,1.2852863094308278,Left,Correct,0.0,0.0,-45,45,2004,642,-2.43
"{'cat': 'RB', 'resp': 'reach'}",34,12,Left,31.8676629722258,60.91094735655625,1.59338314861129,0.9567869236927588,Left,Correct,0.0,0.0,-45,45,2008,796,-2.56
"{'cat': 'RB', 'resp': 'reach'}",34,13,Right,59.214683280436915,32.04596898966766,2.960734164021846,0.5033769037755312,Right,Correct,0.0,0.0,-45,45,2004,1454,-0.81
"{'cat': 'RB', 'resp': 'reach'}",34,14,Right,58.91107261969595,15.389655893169433,2.9455536309847976,0.24174014947627975,Left,Incorrect,0.0,0.0,-45,45,2009,512,-2.52
"{'cat': 'RB', 'resp': 'reach'}",34,15,Left,45.42739463824241,26.42940915353451,2.2713697319121207,0.41515218817731425,Left,Correct,0.0,0.0,-45,45,2004,1367,-2.52
"{'cat': 'RB', 'resp': 'reach'}",34,16,Right,65.3824300699136,71.5925480506983,3.26912150349568,1.12457311503924,Right,Correct,0.0,0.0,-45,45,2016,484,-0.84
"{'cat': 'RB', 'resp': 'reach'}",34,17,Left,39.44164909098108,11.195040940475373,1.972082454549054,0.175851291876172,Right,Incorrect,0.0,0.0,-45,45,2008,605,-0.87
"{'cat': 'RB', 'resp': 'reach'}",34,18,Right,67.51160389803559,51.93268752509456,3.375580194901779,0.8157567480500568,Left,Incorrect,0.0,0.0,-45,45,2004,575,-2.54
"{'cat': 'RB', 'resp': 'reach'}",34,19,Right,60.99452646355686,37.057392691253504,3.049726323177843,0.5820961632001704,Left,Incorrect,0.0,0.0,-45,45,2017,704,-2.46
"{'cat': 'RB', 'resp': 'reach'}",34,20,Right,64.78324579541405,61.94929773282613,3.239162289770702,0.973097293262467,Left,Incorrect,0.0,0.0,-45,45,2012,555,-2.55
"{'cat': 'RB', 'resp': 'reach'}",34,21,Right,51.277828811280244,48.6627408968703,2.5638914405640123,0.7643925465257565,Right,Correct,0.0,0.0,-45,45,2009,533,-0.75
"{'cat': 'RB', 'resp': 'reach'}",34,22,Right,61.138093801477076,80.13456215094342,3.056904690073854,1.258750758760193,Left,Incorrect,0.0,0.0,-45,45,2009,533,-2.44
"{'cat': 'RB', 'resp': 'reach'}",34,23,Right,58.94167307260539,72.57132092201265,2.947083653630269,1.139947643349511,Right,Correct,0.0,0.0,-45,45,2004,541,-0.8
"{'cat': 'RB', 'resp': 'reach'}",34,24,Left,44.51173836083811,37.579004262063506,2.2255869180419054,0.5902896185945912,Left,Correct,0.0,0.0,-45,45,2004,954,-2.53
"{'cat': 'RB', 'resp': 'reach'}",34,25,Left,33.36214830307505,47.969599687522475,1.6681074151537527,0.7535047098698192,Right,Incorrect,0.0,0.0,-45,45,2008,746,-0.81
"{'cat': 'RB', 'resp': 'reach'}",34,26,Left,45.93953007355556,34.038265877436395,2.2969765036777776,0.5346718301074515,Left,Correct,0.0,0.0,-45,45,2016,642,-2.5
"{'cat': 'RB', 'resp': 'reach'}",34,27,Right,67.39703329583135,51.63968576092913,3.3698516647915677,0.811154287101102,Right,Correct,0.0,0.0,-45,45,2004,930,-0.85
"{'cat': 'RB', 'resp': 'reach'}",34,28,Right,52.54183785118533,42.04022920001434,2.627091892559266,0.6603663760499807,Right,Correct,0.0,0.0,-45,45,2004,866,-0.84
"{'cat': 'RB', 'resp': 'reach'}",34,29,Left,48.52647713359565,51.61330148786011,2.4263238566797822,0.8107398439088822,Left,Correct,0.0,0.0,-45,45,2008,512,-2.39
"{'cat': 'RB', 'resp': 'reach'}",34,30,Left,31.02933883178681,45.79105797187551,1.5514669415893405,0.7192842566227422,Right,Incorrect,0.0,0.0,-45,45,2008,621,-0.81
"{'cat': 'RB', 'resp': 'reach'}",34,31,Left,34.82344373817785,27.790668086159748,1.7411721869088925,0.43653479348915886,Left,Correct,0.0,0.0,-45,45,2016,534,-2.52
