condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'RB', 'resp': 'button'}",29,0,Left,47.855458415037546,69.5265352983152,2.3927729207518773,1.0921202626136923,Right,Incorrect,0.0,0.0,-45,45,4280,-1,-1
"{'cat': 'RB', 'resp': 'button'}",29,1,Right,64.7214992490643,16.45250503125329,3.236074962453215,0.25843534469667223,Right,Correct,0.0,0.0,-45,45,5768,-1,-1
"{'cat': 'RB', 'resp': 'button'}",29,2,Left,41.02102245592042,59.81942230647351,2.051051122796021,0.9396412883000129,Left,Correct,0.0,0.0,-45,45,4073,-1,-1
"{'cat': 'RB', 'resp': 'button'}",29,3,Left,33.83047435983336,79.5034110906655,1.6915237179916682,1.24883666108882,Left,Correct,0.0,0.0,-45,45,4734,-1,-1
"{'cat': 'RB', 'resp': 'button'}",29,4,Left,42.20071878257657,82.88694814872477,2.110035939128829,1.301985136912559,Right,Incorrect,0.0,0.0,-45,45,5020,-1,-1
"{'cat': 'RB', 'resp': 'button'}",29,5,Left,47.731495141149054,31.439780126355082,2.3865747570574527,0.4938549113771776,Left,Correct,0.0,0.0,-45,45,3178,-1,-1
"{'cat': 'RB', 'resp': 'button'}",29,6,Right,64.10552716764731,82.35460909207947,3.2052763583823656,1.2936231745646802,Right,Correct,0.0,0.0,-45,45,4863,-1,-1
"{'cat': 'RB', 'resp': 'button'}",29,7,Left,36.05908989362488,24.453316663020722,1.802954494681244,0.3841117999222539,Left,Correct,0.0,0.0,-45,45,4490,-1,-1
"{'cat': 'RB', 'resp': 'button'}",29,8,Left,41.23387586242461,63.990243474539625,2.0616937931212305,1.0051563940051793,Left,Correct,0.0,0.0,-45,45,4447,-1,-1
"{'cat': 'RB', 'resp': 'button'}",29,9,Right,65.01440784603,18.431034696062067,3.2507203923015,0.2895140159960359,Left,Incorrect,0.0,0.0,-45,45,4139,-1,-1
"{'cat': 'RB', 'resp': 'button'}",29,10,Right,62.38900581463501,38.74021230126166,3.1194502907317507,0.6085298318207627,Right,Correct,0.0,0.0,-45,45,2651,-1,-1
"{'cat': 'RB', 'resp': 'button'}",29,11,Left,44.58674290659552,32.05840852216815,2.229337145329776,0.5035723034951194,Left,Correct,0.0,0.0,-45,45,2561,-1,-1
"{'cat': 'RB', 'resp': 'button'}",29,12,Right,65.46056481078229,44.85360506901472,3.273028240539114,0.7045587808591727,Right,Correct,0.0,0.0,-45,45,3397,-1,-1
"{'cat': 'RB', 'resp': 'button'}",29,13,Left,35.270844995938276,83.8487279182868,1.7635422497969138,1.317092738204696,Left,Correct,0.0,0.0,-45,45,3066,-1,-1
"{'cat': 'RB', 'resp': 'button'}",29,14,Right,52.78370353848742,33.757094004759956,2.639185176924371,0.5302551926594697,Right,Correct,0.0,0.0,-45,45,2729,-1,-1
"{'cat': 'RB', 'resp': 'button'}",29,15,Right,57.42505906484807,42.387775445202365,2.871252953242404,0.665825619703308,Right,Correct,0.0,0.0,-45,45,3150,-1,-1
