condition,subject,trial,state,t,xx,yy
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32612.0,1919.9175208231143,574.9829512889481
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32624.0,1919.490711101949,575.9487572242393
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32645.0,1919.435822046899,576.0571463953673
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32661.0,1919.5908071904025,575.9855159892579
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32674.0,1919.8257964075135,575.5673172813913
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32695.0,1920.0733067353256,574.5858522326571
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32716.0,1920.0257701929547,574.6572417293289
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32732.0,1919.8581183444394,574.6828584328591
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32745.0,1919.3040591959168,575.7855410802732
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32766.0,1918.8602149404257,577.0260038502013
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32782.0,1918.7629579410266,577.0676410313312
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32795.0,1919.0801351464022,577.0626421605011
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32815.0,1919.3010017153968,576.4730163120041
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32837.0,1919.6595277049478,575.7403304091525
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32854.0,1919.6963630654989,575.7060008142962
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32865.0,1919.432473377758,575.8698192318561
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32886.0,1918.987755556404,576.9329726557193
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32904.0,1918.6317046701308,578.0206386148569
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32915.0,1918.561964995412,578.566157960489
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32924.0,1918.469294216793,578.6729209929135
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32936.0,1918.5984363701866,578.6408599619277
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32958.0,1918.6592219948113,578.4070172011754
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32974.0,1918.774751080175,578.2782310309982
"{'cat': 'II', 'resp': 'reach'}",13456780,0,state_init,32987.0,1918.7647778699074,578.1828509694997
