condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'RB', 'resp': 'reach'}",70,0,Left,39.00651256079474,15.145559014239765,1.950325628039737,0.23790588466823157,Right,Incorrect,0.0,0.0,-45,45,2012,1576,-0.76
"{'cat': 'RB', 'resp': 'reach'}",70,1,Left,32.70823227563548,73.05496102445703,1.635411613781774,1.1475446443136144,Right,Incorrect,0.0,0.0,-45,45,2009,1965,-0.74
"{'cat': 'RB', 'resp': 'reach'}",70,2,Left,42.52076265834288,22.009291934468564,2.126038132917144,0.34572114926019765,Left,Correct,0.0,0.0,-45,45,2009,1220,-2.51
"{'cat': 'RB', 'resp': 'reach'}",70,3,Right,55.09444228556936,85.16347225365013,2.7547221142784677,1.3377446939313271,Left,Incorrect,0.0,0.0,-45,45,2002,970,-2.53
"{'cat': 'RB', 'resp': 'reach'}",70,4,Left,41.81333464876024,39.24142081330458,2.090666732438012,0.6164027967175163,Left,Correct,0.0,0.0,-45,45,2005,1191,-2.39
"{'cat': 'RB', 'resp': 'reach'}",70,5,Right,59.8914771261393,18.719051578650046,2.994573856306965,0.294038174608277,Right,Correct,0.0,0.0,-45,45,2002,803,-0.77
"{'cat': 'RB', 'resp': 'reach'}",70,6,Right,60.559256371359496,87.56114234965085,3.027962818567975,1.3754072077279662,Right,Correct,0.0,0.0,-45,45,2007,708,-0.74
"{'cat': 'RB', 'resp': 'reach'}",70,7,Left,38.96243742929032,48.42485117823719,1.948121871464516,0.7606557835636449,Left,Correct,0.0,0.0,-45,45,2006,973,-2.47
"{'cat': 'RB', 'resp': 'reach'}",70,8,Right,52.532996715642824,30.46872716569554,2.626649835782141,0.4786016471399043,Left,Incorrect,0.0,0.0,-45,45,2005,636,-2.32
"{'cat': 'RB', 'resp': 'reach'}",70,9,Right,57.46184772113579,10.665891487848064,2.8730923860567894,0.16753943171104696,Right,Correct,0.0,0.0,-45,45,2006,681,-0.6
"{'cat': 'RB', 'resp': 'reach'}",70,10,Left,44.385639901978095,67.6226463913294,2.2192819950989047,1.062214045596504,Right,Incorrect,0.0,0.0,-45,45,2008,1205,-0.82
"{'cat': 'RB', 'resp': 'reach'}",70,11,Left,36.85242868953436,69.00515419134018,1.8426214344767178,1.083930427336726,Left,Correct,0.0,0.0,-45,45,2012,676,-2.41
"{'cat': 'RB', 'resp': 'reach'}",70,12,Left,38.860490329526364,22.31636543613128,1.943024516476318,0.3505446485448761,Right,Incorrect,0.0,0.0,-45,45,2005,1885,-0.62
"{'cat': 'RB', 'resp': 'reach'}",70,13,Left,44.25276554740215,63.56041462346806,2.2126382773701074,0.9984046582010426,Left,Correct,0.0,0.0,-45,45,2002,763,-2.42
"{'cat': 'RB', 'resp': 'reach'}",70,14,Right,58.90335993363302,46.45488641991498,2.945167996681651,0.7297116495007657,Left,Incorrect,0.0,0.0,-45,45,2005,691,-2.52
