condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'RB', 'resp': 'button'}",33,0,Right,66.92227286613821,38.693088271299146,3.3461136433069107,0.607789609289074,Right,Correct,0.0,0.0,-45,45,3929,-1,-1
"{'cat': 'RB', 'resp': 'button'}",33,1,Left,35.655269907175324,58.630099613615144,1.782763495358766,0.9209594511268555,Left,Correct,0.0,0.0,-45,45,2973,-1,-1
"{'cat': 'RB', 'resp': 'button'}",33,2,Right,68.85202508943425,35.158455623618515,3.442601254471713,0.5522677294936134,Right,Correct,0.0,0.0,-45,45,1302,-1,-1
"{'cat': 'RB', 'resp': 'button'}",33,3,Right,60.02941879586641,83.6098096134838,3.0014709397933204,1.31333981824881,Left,Incorrect,0.0,0.0,-45,45,612,-1,-1
"{'cat': 'RB', 'resp': 'button'}",33,4,Right,55.2329395356631,31.356778002349426,2.761646976783155,0.492551117062135,Left,Incorrect,0.0,0.0,-45,45,343,-1,-1
"{'cat': 'RB', 'resp': 'button'}",33,5,Right,52.44777824811971,58.93456207961719,2.6223889124059854,0.9257419363592848,Right,Correct,0.0,0.0,-45,45,913,-1,-1
"{'cat': 'RB', 'resp': 'button'}",33,6,Left,45.96674165887267,70.53189928682887,2.298337082943634,1.1079124832161837,Left,Correct,0.0,0.0,-45,45,785,-1,-1
"{'cat': 'RB', 'resp': 'button'}",33,7,Right,57.697791123052106,23.167909645802403,2.884889556152605,0.3639206737114247,Right,Correct,0.0,0.0,-45,45,811,-1,-1
"{'cat': 'RB', 'resp': 'button'}",33,8,Left,37.33687377395169,15.837002629036974,1.8668436886975843,0.248767055571324,Left,Correct,0.0,0.0,-45,45,1716,-1,-1
"{'cat': 'RB', 'resp': 'button'}",33,9,Right,63.36145839368923,42.584657137890176,3.168072919684462,0.6689182301001796,Left,Incorrect,0.0,0.0,-45,45,806,-1,-1
"{'cat': 'RB', 'resp': 'button'}",33,10,Right,56.95733292252604,83.6142289244126,2.847866646126302,1.3134092366225492,Right,Correct,0.0,0.0,-45,45,1091,-1,-1
"{'cat': 'RB', 'resp': 'button'}",33,11,Right,58.42859706818025,74.39706411002751,2.9214298534090126,1.1686263502835563,Right,Correct,0.0,0.0,-45,45,450,-1,-1
"{'cat': 'RB', 'resp': 'button'}",33,12,Left,41.898610613636016,51.519753700653716,2.094930530681801,0.8092703987036463,Right,Incorrect,0.0,0.0,-45,45,591,-1,-1
"{'cat': 'RB', 'resp': 'button'}",33,13,Right,56.28198516605423,23.07381965734897,2.814099258302712,0.3624427116289164,Left,Incorrect,0.0,0.0,-45,45,1762,-1,-1
