condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'II', 'resp': 'button'}",59,0,Left,54.64314350061879,82.95282917255481,2.73215717503094,1.3030199936149365,Right,Incorrect,0.0,0.0,-45,45,3455,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,1,Left,31.922207269860646,41.65566006771036,1.5961103634930323,0.6543255782457628,Left,Correct,0.0,0.0,-45,45,2127,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,2,Left,41.20505327876508,50.89268520894209,2.060252663938254,0.7994204298693519,Left,Correct,0.0,0.0,-45,45,1100,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,3,Right,61.17041696371033,38.552203646485005,3.0585208481855166,0.6055765987774747,Left,Incorrect,0.0,0.0,-45,45,1819,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,4,Left,63.399912395821005,87.86338936256132,3.16999561979105,1.3801548927046112,Left,Correct,0.0,0.0,-45,45,1418,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,5,Right,49.115295786558534,23.42765404317272,2.455764789327927,0.36800072916437315,Right,Correct,0.0,0.0,-45,45,1598,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,6,Left,14.690772267648626,42.62988075486128,0.7345386133824313,0.6696286010144056,Left,Correct,0.0,0.0,-45,45,2788,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,7,Right,68.75567585803681,41.61459492649586,3.43778379290184,0.6536805285159722,Left,Incorrect,0.0,0.0,-45,45,4028,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,8,Right,77.41259612418483,59.130548201478135,3.8706298062092412,0.9288204791625044,Right,Correct,0.0,0.0,-45,45,2458,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,9,Left,43.898617670773554,68.20358081454877,2.1949308835386776,1.071339342177521,Left,Correct,0.0,0.0,-45,45,1163,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,10,Left,54.99274490199553,82.39404404421028,2.7496372450997764,1.2942426173442243,Right,Incorrect,0.0,0.0,-45,45,1180,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,11,Left,68.45842259813503,84.75008312272497,3.4229211299067517,1.3312511926473856,Right,Incorrect,0.0,0.0,-45,45,3927,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,12,Right,51.19493770601861,41.47515559522018,2.5597468853009304,0.6514902206221866,Left,Incorrect,0.0,0.0,-45,45,2558,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,13,Right,36.43812388470165,18.406276858684905,1.8219061942350827,0.28912512079592156,Left,Incorrect,0.0,0.0,-45,45,1855,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,14,Left,19.875378404224495,34.0097474827317,0.9937689202112248,0.5342238642109692,Right,Incorrect,0.0,0.0,-45,45,2131,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,15,Right,42.56743537490047,23.786000686864615,2.1283717687450237,0.37362962508067826,Left,Incorrect,0.0,0.0,-45,45,1510,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,16,Left,23.308699648224316,36.18248134713116,1.1654349824112158,0.5683530879439849,Right,Incorrect,0.0,0.0,-45,45,1329,-1,-1
"{'cat': 'II', 'resp': 'button'}",59,17,Right,80.11049696040592,60.16829180824924,4.005524848020297,0.9451213176192136,Left,Incorrect,0.0,0.0,-45,45,1259,-1,-1
