condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'II', 'resp': 'reach'}",248888888888,0,Right,73.26436619693479,50.672614358180205,3.6632183098467395,0.7959635650292379,Right,Correct,0.0,0.0,-45,45,2003,30233,2.47
"{'cat': 'II', 'resp': 'reach'}",248888888888,1,Right,87.97288400503591,68.24845268944559,4.398644200251796,1.072044187940164,Right,Correct,0.0,0.0,-45,45,2008,3486,-0.89
"{'cat': 'II', 'resp': 'reach'}",248888888888,2,Left,31.681298790417813,40.7041283473557,1.5840649395208908,0.6393789529341435,Left,Correct,0.0,0.0,-45,45,2008,10706,-2.59
"{'cat': 'II', 'resp': 'reach'}",248888888888,3,Right,76.04008420441866,43.70485300666172,3.8020042102209333,0.6865142256597513,Right,Correct,0.0,0.0,-45,45,2003,847,-0.93
"{'cat': 'II', 'resp': 'reach'}",248888888888,4,Right,45.8691020483085,15.89566968634038,2.293455102415425,0.24968859555248454,Right,Correct,0.0,0.0,-45,45,2002,547,-0.88
"{'cat': 'II', 'resp': 'reach'}",248888888888,5,Left,59.22907634872425,81.6531324459301,2.961453817436212,1.2826044051736418,Left,Correct,0.0,0.0,-45,45,2004,684,-2.74
"{'cat': 'II', 'resp': 'reach'}",248888888888,6,Right,63.75171129697479,33.623382658629055,3.1875855648487397,0.5281548597459373,Right,Correct,0.0,0.0,-45,45,2004,638,-0.9
"{'cat': 'II', 'resp': 'reach'}",248888888888,7,Right,65.5998057681929,46.10893409673242,3.2799902884096444,0.7242774431157524,Right,Correct,0.0,0.0,-45,45,2004,789,-0.86
"{'cat': 'II', 'resp': 'reach'}",248888888888,8,Right,42.542394185690654,34.876307569894806,2.127119709284533,0.547835758229598,Right,Correct,0.0,0.0,-45,45,2013,465,-0.83
"{'cat': 'II', 'resp': 'reach'}",248888888888,9,Right,55.21836528642099,43.28305485699538,2.7609182643210493,0.6798886358183035,Right,Correct,0.0,0.0,-45,45,2009,602,-0.9
"{'cat': 'II', 'resp': 'reach'}",248888888888,10,Right,58.47606244410819,41.219874301395244,2.9238031222054093,0.6474802714357899,Left,Incorrect,0.0,0.0,-45,45,2008,716,-2.66
