condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'II', 'resp': 'reach'}",48,0,Left,54.97080417462794,68.85284379589952,2.748540208731397,1.0815379412398176,Right,Incorrect,0.0,0.0,-45,45,2013,6859,-0.72
"{'cat': 'II', 'resp': 'reach'}",48,1,Left,22.347434755545255,40.70125872389028,1.1173717377772627,0.6393338769941559,Right,Incorrect,0.0,0.0,-45,45,2003,3798,-0.73
"{'cat': 'II', 'resp': 'reach'}",48,2,Right,80.09176622351336,65.49946493208893,4.0045883111756675,1.0288631892235642,Right,Correct,0.0,0.0,-45,45,2002,3201,-0.76
"{'cat': 'II', 'resp': 'reach'}",48,3,Right,36.24208183172217,22.87078140276354,1.8121040915861084,0.3592533941839,Left,Incorrect,0.0,0.0,-45,45,2003,2249,-2.39
"{'cat': 'II', 'resp': 'reach'}",48,4,Right,34.834932748542904,18.123293287266243,1.7417466374271453,0.28468002525064423,Left,Incorrect,0.0,0.0,-45,45,2004,3655,-2.43
"{'cat': 'II', 'resp': 'reach'}",48,5,Left,39.82814666480864,59.08225847331239,1.991407333240432,0.9280619458862576,Right,Incorrect,0.0,0.0,-45,45,2007,1520,-0.82
"{'cat': 'II', 'resp': 'reach'}",48,6,Right,85.76534427529106,62.159318269347224,4.288267213764553,0.9763962881356553,Left,Incorrect,0.0,0.0,-45,45,2002,3710,-2.39
"{'cat': 'II', 'resp': 'reach'}",48,7,Left,12.85791199792667,34.65074007530074,0.6428955998963335,0.5442925523100712,Left,Correct,0.0,0.0,-45,45,2010,2030,-2.44
"{'cat': 'II', 'resp': 'reach'}",48,8,Right,76.50145521926946,65.00950677494933,3.825072760963473,1.0211669444883833,Right,Correct,0.0,0.0,-45,45,2008,1973,-0.77
"{'cat': 'II', 'resp': 'reach'}",48,9,Right,43.549766294787574,20.574277662916696,2.1774883147393784,0.32317999779367834,Left,Incorrect,0.0,0.0,-45,45,2012,3654,-2.44
"{'cat': 'II', 'resp': 'reach'}",48,10,Left,15.623868241071094,37.99246227428658,0.7811934120535546,0.5967842018634305,Left,Correct,0.0,0.0,-45,45,2005,1529,-2.38
"{'cat': 'II', 'resp': 'reach'}",48,11,Right,72.10677038768468,50.70885726397769,3.6053385193842336,0.7965328672622287,Right,Correct,0.0,0.0,-45,45,2012,2640,-0.87
"{'cat': 'II', 'resp': 'reach'}",48,12,Left,57.491728097015844,82.09646524634798,2.8745864048507923,1.289568260518083,Left,Correct,0.0,0.0,-45,45,2008,5027,-2.33
"{'cat': 'II', 'resp': 'reach'}",48,13,Left,35.74915815275807,43.24017029054167,1.7874579076379036,0.6792150066236867,Right,Incorrect,0.0,0.0,-45,45,2003,2711,-0.78
"{'cat': 'II', 'resp': 'reach'}",48,14,Left,37.739989977462265,45.6951901871058,1.8869994988731134,0.7177783689809999,Left,Correct,0.0,0.0,-45,45,2002,1314,-2.47
