condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'II', 'resp': 'reach'}",40,0,Left,60.290030826947884,87.68592089815012,3.014501541347394,1.3773672245844206,Right,Incorrect,0.0,0.0,-45,45,2011,1065,-0.83
"{'cat': 'II', 'resp': 'reach'}",40,1,Right,52.47476188577568,31.84496690506346,2.6237380942887842,0.5002195704137873,Right,Correct,0.0,0.0,-45,45,2001,695,-0.85
"{'cat': 'II', 'resp': 'reach'}",40,2,Left,10.550162593796184,32.31339631367737,0.5275081296898092,0.5075776423579217,Right,Incorrect,0.0,0.0,-45,45,2005,1341,-0.9
"{'cat': 'II', 'resp': 'reach'}",40,3,Left,19.661739653750203,37.45850335301186,0.9830869826875102,0.5883967947414535,Left,Correct,0.0,0.0,-45,45,2006,563,-2.54
"{'cat': 'II', 'resp': 'reach'}",40,4,Left,38.37191557937248,54.921888578331,1.9185957789686239,0.8627110083948092,Left,Correct,0.0,0.0,-45,45,2006,1005,-2.52
"{'cat': 'II', 'resp': 'reach'}",40,5,Right,57.24034438205113,29.25290492598581,2.8620172191025564,0.45950355605818843,Right,Correct,0.0,0.0,-45,45,2008,554,-0.92
"{'cat': 'II', 'resp': 'reach'}",40,6,Right,39.768672540497704,12.253779430231138,1.9884336270248852,0.1924819171836193,Left,Incorrect,0.0,0.0,-45,45,2006,477,-2.48
"{'cat': 'II', 'resp': 'reach'}",40,7,Left,47.37834294372208,60.98477721155448,2.3689171471861044,0.957946640343149,Left,Correct,0.0,0.0,-45,45,2007,476,-2.53
"{'cat': 'II', 'resp': 'reach'}",40,8,Right,65.68417195475362,47.39731111032659,3.2842085977376816,0.7445152219205594,Left,Incorrect,0.0,0.0,-45,45,2005,623,-2.51
"{'cat': 'II', 'resp': 'reach'}",40,9,Right,58.41306142648134,41.61747275202402,2.920653071324067,0.6537257332936602,Left,Incorrect,0.0,0.0,-45,45,2005,968,-2.49
"{'cat': 'II', 'resp': 'reach'}",40,10,Right,34.36158804774628,18.292292497370795,1.7180794023873143,0.2873346586352789,Left,Incorrect,0.0,0.0,-45,45,2006,780,-2.5
"{'cat': 'II', 'resp': 'reach'}",40,11,Right,48.910299783990425,22.924438663665857,2.445514989199521,0.36009624046721234,Right,Correct,0.0,0.0,-45,45,2004,511,-0.88
"{'cat': 'II', 'resp': 'reach'}",40,12,Left,50.77006175703555,72.28040403362334,2.5385030878517774,1.1353779315526658,Right,Incorrect,0.0,0.0,-45,45,2001,624,-0.88
"{'cat': 'II', 'resp': 'reach'}",40,13,Left,47.00718191832372,53.73176503933451,2.3503590959161857,0.8440165915599309,Right,Incorrect,0.0,0.0,-45,45,2006,544,-0.89
"{'cat': 'II', 'resp': 'reach'}",40,14,Left,41.9280417354384,69.48153410232774,2.0964020867719197,1.0914133854801076,Left,Correct,0.0,0.0,-45,45,2012,560,-2.51
"{'cat': 'II', 'resp': 'reach'}",40,15,Right,63.18593405045609,32.08309816143926,3.1592967025228047,0.5039601274418888,Left,Incorrect,0.0,0.0,-45,45,2001,591,-2.47
"{'cat': 'II', 'resp': 'reach'}",40,16,Left,61.57730065937443,88.49490010225257,3.0788650329687215,1.3900746402069968,Right,Incorrect,0.0,0.0,-45,45,2012,487,-0.86
"{'cat': 'II', 'resp': 'reach'}",40,17,Right,65.4877520664965,40.517486947094085,3.274387603324825,0.6364471966745555,Right,Correct,0.0,0.0,-45,45,2003,708,-0.92
"{'cat': 'II', 'resp': 'reach'}",40,18,Left,32.340226643779566,59.54143657943662,1.6170113321889783,0.9352746987107033,Left,Correct,0.0,0.0,-45,45,2002,502,-2.47
"{'cat': 'II', 'resp': 'reach'}",40,19,Right,66.04878022982157,42.089689011027964,3.3024390114910784,0.6611432889446225,Left,Incorrect,0.0,0.0,-45,45,2003,575,-2.47
"{'cat': 'II', 'resp': 'reach'}",40,20,Left,42.642286331873386,68.47104629507848,2.132114316593669,1.0755406801211258,Left,Correct,0.0,0.0,-45,45,2006,676,-2.46
"{'cat': 'II', 'resp': 'reach'}",40,21,Left,15.630427884069753,43.80505174904413,0.7815213942034877,0.6880881438245888,Right,Incorrect,0.0,0.0,-45,45,2004,684,-0.87
"{'cat': 'II', 'resp': 'reach'}",40,22,Right,51.16729724344262,41.845192406367886,2.558364862172131,0.6573027452594837,Right,Correct,0.0,0.0,-45,45,2006,592,-1.0
"{'cat': 'II', 'resp': 'reach'}",40,23,Left,32.331320761454165,43.072520613150644,1.616566038072708,0.6765815716493451,Right,Incorrect,0.0,0.0,-45,45,2005,585,-0.88
"{'cat': 'II', 'resp': 'reach'}",40,24,Right,36.87617563184976,12.25018782409948,1.8438087815924882,0.19242550036643027,Left,Incorrect,0.0,0.0,-45,45,2004,1111,-2.56
"{'cat': 'II', 'resp': 'reach'}",40,25,Right,59.34964351044403,33.107798761423524,2.9674821755222016,0.5200560868270869,Left,Incorrect,0.0,0.0,-45,45,2012,623,-2.49
