condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'II', 'resp': 'reach'}",56,0,Left,48.4261115662266,60.70527032894687,2.42130557831133,0.9535561564980096,Right,Incorrect,0.0,0.0,-45,45,2004,10368,-0.59
"{'cat': 'II', 'resp': 'reach'}",56,1,Left,67.0499528224185,86.39709711503768,3.3524976411209253,1.3571224279404315,Right,Incorrect,0.0,0.0,-45,45,2004,1905,-0.82
"{'cat': 'II', 'resp': 'reach'}",56,2,Right,72.63763973866733,47.75954542660321,3.6318819869333665,0.7502051852550232,Left,Incorrect,0.0,0.0,-45,45,2007,7499,-2.45
"{'cat': 'II', 'resp': 'reach'}",56,3,Left,46.007410500444365,74.5365587285665,2.300370525022218,1.1708175266276433,Right,Incorrect,0.0,0.0,-45,45,2010,6169,-0.64
"{'cat': 'II', 'resp': 'reach'}",56,4,Right,49.56467094209803,19.32747636477798,2.4782335471049013,0.30359528880008424,Right,Correct,0.0,0.0,-45,45,2007,13491,-0.69
"{'cat': 'II', 'resp': 'reach'}",56,5,Right,38.020934009729054,25.873519081317134,1.9010467004864526,0.4064202873419062,Right,Correct,0.0,0.0,-45,45,2012,9288,-0.77
"{'cat': 'II', 'resp': 'reach'}",56,6,Left,33.79792412003981,54.640503845320715,1.6898962060019904,0.858291027344522,Right,Incorrect,0.0,0.0,-45,45,2009,3252,-0.78
"{'cat': 'II', 'resp': 'reach'}",56,7,Left,37.32341323801847,65.22613363847843,1.8661706619009235,1.0245697113035497,Left,Correct,0.0,0.0,-45,45,2004,2176,-2.4
"{'cat': 'II', 'resp': 'reach'}",56,8,Left,47.464813669075276,74.6992524105766,2.373240683453764,1.1733731130085858,Left,Correct,0.0,0.0,-45,45,2014,18418,-2.37
"{'cat': 'II', 'resp': 'reach'}",56,9,Right,30.718485083536713,14.022653485483737,1.5359242541768356,0.22026732586915507,Left,Incorrect,0.0,0.0,-45,45,2004,15936,-2.5
"{'cat': 'II', 'resp': 'reach'}",56,10,Left,57.519158064063305,80.92806671007631,2.875957903203165,1.2712150992280022,Left,Correct,0.0,0.0,-45,45,2006,4233,-2.4
"{'cat': 'II', 'resp': 'reach'}",56,11,Right,61.624548503324576,31.929822536576637,3.081227425166229,0.5015524795566749,Right,Correct,0.0,0.0,-45,45,2005,17698,-0.67
