condition,subject,trial,state,t,xx,yy
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4215.0,0.44250685634608544,992.360985667757
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4231.0,0.4443268735782624,992.3661193281757
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4245.0,0.44420553909596094,992.3628852336324
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4265.0,0.4461468908102262,992.3634205320395
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4281.0,0.4443268735782624,992.3619112879193
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4295.0,0.44250685634608544,992.3598481586416
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4315.0,0.4427495253104752,992.3597738116406
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4336.0,0.44311352875674004,992.3615321182142
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4352.0,0.44226418738190887,992.3644836941538
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4365.0,0.4432348632390415,992.3631826216363
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4385.0,0.4455402183995716,992.3733124005222
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4403.0,0.4444482080603507,992.3714462907972
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4415.0,0.4456615528816599,992.3704537583338
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4435.0,0.4433561977211298,992.3706619299367
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4457.0,0.4433561977211298,992.3696247892727
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4473.0,0.4433561977211298,992.3719221116036
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4486.0,0.4427495253104752,992.3661044587756
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4510.0,0.44287085979256346,992.3638963528459
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4523.0,0.4450548804710053,992.363305294188
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4538.0,0.4433561977211298,992.3665393887313
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4557.0,0.44287085979256346,992.3691601205165
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4579.0,0.44420553909596094,992.3714983336979
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4595.0,0.4459042218460496,992.3708254933388
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4606.0,0.44311352875674004,992.3707511463379
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4628.0,0.44238552186399716,992.3692158807672
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4645.0,0.44347753220321806,992.3654018796161
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4656.0,0.4438415356496961,992.3660970240754
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4678.0,0.44517621495309356,992.3663200650784
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4698.0,0.4438415356496961,992.3706582125866
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4715.0,0.44347753220321806,992.3684092158064
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4728.0,0.4438415356496961,992.3663349344787
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4748.0,0.4433561977211298,992.3640004386473
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4769.0,0.4455402183995716,992.359208774433
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4786.0,0.44359886668530635,992.3587849965273
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4798.0,0.4432348632390415,992.3549821474264
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4819.0,0.4455402183995716,992.3582608501703
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4840.0,0.44529754943518185,992.3579151366157
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4857.0,0.4471175666673588,992.358383522722
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4879.0,0.44918025286349916,992.355777660337
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_init,4898.0,0.4489375838993226,992.3606845624029
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,4919.0,0.4484522459707563,992.3615321182142
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,4940.0,0.4482095770065797,992.3582385460701
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,4956.0,0.4467535632208808,992.3554988590832
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,4969.0,0.4489375838993226,992.3566586722989
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,4989.0,0.4484522459707563,992.3658553963222
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5011.0,0.4488162494172343,992.3649260588097
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5028.0,0.45027226320272007,992.3622978923245
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5039.0,0.4496655907920655,992.3601566986957
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5061.0,0.45027226320272007,992.3597961157409
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5078.0,0.45027226320272007,992.3623462178751
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5089.0,0.4511216045777644,992.3598890494923
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5111.0,0.44857358045284457,992.3579039845656
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5131.0,0.44808824252427826,992.3576363353619
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5148.0,0.4512429390598527,992.3446181754874
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5161.0,0.44808824252427826,992.3511012339743
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5181.0,0.4501509287206318,992.3549932994766
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5198.0,0.9265101055825653,992.1775939203978
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5211.0,1.8605429490573755,991.8441401862269
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5231.0,3.253584138448673,991.2915672533678
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5252.0,4.8863822645387245,990.6749257923997
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5269.0,7.160918466640567,989.9665438495515
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5281.0,12.642203697086885,987.8490483274093
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5302.0,18.92126314757064,984.7828218775963
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5323.0,31.541383968909145,978.9571061173332
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5342.0,49.965903746619134,970.5460979286306
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5361.0,74.11243636733154,958.8681226700734
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5381.0,86.02396381300181,953.1908648600759
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5389.0,105.72031163245065,943.7228839449509
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5402.0,144.61189586013057,924.6617905359984
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5423.0,180.7937170982908,907.5576403005354
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5440.0,211.32214014309625,893.719139334334
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5452.0,268.0473452204894,870.1251743282284
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5473.0,331.0499110656162,845.6752337128954
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5495.0,384.95069206787196,826.1824239972293
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5511.0,426.9713712553304,812.102046215335
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5523.0,499.2716164647353,790.1415034078806
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5545.0,559.7663198986149,775.3276552876516
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5562.0,605.2595919647756,765.2936502085123
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5573.0,682.1516193160958,751.3096187052099
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5595.0,757.7272585371131,738.7758295421527
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5616.0,817.2934801800754,731.1585332080173
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5631.0,859.6828645251214,724.7866680957812
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5645.0,927.6383949318588,714.249467644495
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5665.0,987.1002234197542,701.1352365752549
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5686.0,1027.1808097383057,689.3293342907575
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5704.0,1067.0383681118824,674.9249299744184
"{'cat': 'II', 'resp': 'reach'}",34567890888888,0,state_searching_ring,5723.0,1085.4208909919637,666.6151656729984
