condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'RB', 'resp': 'reach'}",58,0,Left,35.90073884678018,37.551883929154165,1.795036942339009,0.5898636134014368,Right,Incorrect,0.0,0.0,-45,45,2004,1017,-0.85
"{'cat': 'RB', 'resp': 'reach'}",58,1,Right,62.09946333582401,53.07688383775288,3.1049731667912006,0.8337297417006163,Left,Incorrect,0.0,0.0,-45,45,2004,533,-2.24
"{'cat': 'RB', 'resp': 'reach'}",58,2,Right,54.65583289301869,68.15283770522937,2.7327916446509346,1.0705422712802304,Right,Correct,0.0,0.0,-45,45,2008,1146,-0.87
"{'cat': 'RB', 'resp': 'reach'}",58,3,Right,56.671635033081515,23.99443085938487,2.833581751654076,0.3769036385745587,Right,Correct,0.0,0.0,-45,45,2012,1038,-0.92
"{'cat': 'RB', 'resp': 'reach'}",58,4,Right,68.45602665938105,48.08812637574356,3.4228013329690525,0.7553665227346676,Left,Incorrect,0.0,0.0,-45,45,2004,1458,-2.44
"{'cat': 'RB', 'resp': 'reach'}",58,5,Right,59.76414411320389,13.047641596813925,2.9882072056601947,0.20495187493611614,Right,Correct,0.0,0.0,-45,45,2008,534,-0.93
"{'cat': 'RB', 'resp': 'reach'}",58,6,Left,46.93946445362779,39.519608405987775,2.34697322268139,0.620772557204983,Right,Incorrect,0.0,0.0,-45,45,2012,588,-0.67
"{'cat': 'RB', 'resp': 'reach'}",58,7,Right,63.60955564062698,46.710812775383566,3.180477782031349,0.7337317312917662,Right,Correct,0.0,0.0,-45,45,2008,521,-1.02
"{'cat': 'RB', 'resp': 'reach'}",58,8,Left,42.78073995701513,33.31257743716277,2.1390369978507566,0.5232727427436583,Left,Correct,0.0,0.0,-45,45,2004,1037,-2.71
"{'cat': 'RB', 'resp': 'reach'}",58,9,Right,61.25520055528434,19.853928393307825,3.062760027764217,0.31186477792656836,Left,Incorrect,0.0,0.0,-45,45,2004,796,-2.32
"{'cat': 'RB', 'resp': 'reach'}",58,10,Left,46.578939577597346,54.527012456378955,2.328946978879867,0.8565083087757963,Left,Correct,0.0,0.0,-45,45,2013,516,-2.53
"{'cat': 'RB', 'resp': 'reach'}",58,11,Right,51.35215884118926,36.208388078865454,2.567607942059463,0.5687600299344596,Right,Correct,0.0,0.0,-45,45,2004,517,-0.95
"{'cat': 'RB', 'resp': 'reach'}",58,12,Left,37.54100554589218,79.8614602150304,1.8770502772946092,1.254460883582465,Left,Correct,0.0,0.0,-45,45,2008,534,-2.57
"{'cat': 'RB', 'resp': 'reach'}",58,13,Left,37.42987544257971,20.179688150673158,1.8714937721289855,0.31698180022943895,Right,Incorrect,0.0,0.0,-45,45,2004,954,-0.97
"{'cat': 'RB', 'resp': 'reach'}",58,14,Left,40.659521960231565,80.65533739043104,2.032976098011578,1.2669310770929216,Right,Incorrect,0.0,0.0,-45,45,2004,521,-0.9
"{'cat': 'RB', 'resp': 'reach'}",58,15,Right,66.01632506544027,45.66589542353431,3.3008162532720133,0.7173182079108757,Left,Incorrect,0.0,0.0,-45,45,2008,433,-2.61
"{'cat': 'RB', 'resp': 'reach'}",58,16,Right,68.04134589712649,67.82123973925887,3.4020672948563244,1.065333542611039,Right,Correct,0.0,0.0,-45,45,2004,1679,-1.13
"{'cat': 'RB', 'resp': 'reach'}",58,17,Right,60.007539798948876,32.217303227361754,3.000376989947444,0.506068215687772,Right,Correct,0.0,0.0,-45,45,2005,1371,-0.93
"{'cat': 'RB', 'resp': 'reach'}",58,18,Right,63.942742178072415,69.153818634165,3.1971371089036205,1.0862656429438686,Right,Correct,0.0,0.0,-45,45,2004,817,-0.93
