condition,subject,trial,state,t,xx,yy
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141559.0,0.0005623537550292212,1080.0030814038003
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141569.0,0.0003749025032817599,1080.0059298721078
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141580.0,0.0006873212561231412,1080.0068749246773
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141590.0,0.0016870612653008266,1080.0018302074407
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141600.0,0.002811768775359269,1080.0025423245174
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141613.0,0.0013746425124594452,1080.0039732139712
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141622.0,0.0015620937639937438,1080.001790275642
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141632.0,0.0004998700045888427,1080.007374072161
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141643.0,0.0015620937639937438,1080.0128580391834
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141653.0,0.00018745125174746136,1080.0069082011762
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141664.0,-0.0007498050065635198,1080.0096501846874
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141674.0,-0.0009997400091776854,1080.0075138334564
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141684.0,-0.0012496750113655253,1080.0068017163796
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141696.0,-0.004873732544155018,1080.0091310713042
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141706.0,-0.007685501319514287,1080.0086518897197
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141718.0,-0.006060923804653839,1080.014788076121
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141730.0,-0.0008747725078706026,1080.0175167490327
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141739.0,-0.001062223759618064,1080.0158196475873
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141749.0,-0.0024368662718643463,1080.0150476328124
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141760.0,-0.003998960036284416,1080.0134370502647
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141770.0,-0.0036865412832298716,1080.021050713218
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141781.0,-0.006748245060776981,1080.0159128217845
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141790.0,-0.006560793809029519,1080.0186880817944
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141800.0,-0.007997920072142506,1080.0177097527262
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141813.0,-0.009247595083508031,1080.0229408183566
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141822.0,-0.00956001383613625,1080.0169244273516
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141832.0,-0.008872692580013108,1080.021203785113
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141843.0,-0.00956001383613625,1080.0242452571144
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141853.0,-0.008622757577825269,1080.0263949189448
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141864.0,-0.006560793809029519,1080.0258624949622
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141875.0,-0.011059623849689615,1080.0266211991375
"{'cat': 'II', 'resp': 'reach'}",4000000000000000,0,state_init,141884.0,-0.008685241328265647,1080.0306276896079
