condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'RB', 'resp': 'reach'}",46,0,Left,32.79817487289236,54.056832568437756,1.639908743644618,0.8491227403666877,Right,Incorrect,0.0,0.0,-45,45,2008,36725,-0.09
"{'cat': 'RB', 'resp': 'reach'}",46,1,Left,31.51734116244212,46.769373368039616,1.575867058122106,0.734651598930157,Right,Incorrect,0.0,0.0,-45,45,2007,2355,2.94
"{'cat': 'RB', 'resp': 'reach'}",46,2,Left,32.366113963702944,67.36964394970218,1.6183056981851474,1.058239892536722,Right,Incorrect,0.0,0.0,-45,45,2002,9495,-0.11
"{'cat': 'RB', 'resp': 'reach'}",46,3,Right,60.17584012211148,11.99429440985773,3.008792006105574,0.18840593601501085,Right,Correct,0.0,0.0,-45,45,2006,4673,2.92
"{'cat': 'RB', 'resp': 'reach'}",46,4,Left,45.14720666581904,54.398629329971,2.2573603332909524,0.8544916713419557,Right,Incorrect,0.0,0.0,-45,45,2002,6924,-0.81
"{'cat': 'RB', 'resp': 'reach'}",46,5,Right,54.493935689909755,46.929659032708194,2.724696784495488,0.7371693602631495,Left,Incorrect,0.0,0.0,-45,45,2006,855,-2.62
"{'cat': 'RB', 'resp': 'reach'}",46,6,Left,40.978461433212566,30.700606193845193,2.0489230716606284,0.48224399439668686,Right,Incorrect,0.0,0.0,-45,45,2002,8869,-0.66
"{'cat': 'RB', 'resp': 'reach'}",46,7,Left,43.994084675598884,57.896277517375246,2.1997042337799444,0.9094326005939098,Right,Incorrect,0.0,0.0,-45,45,2012,901,-0.65
"{'cat': 'RB', 'resp': 'reach'}",46,8,Left,32.1373673234401,48.870830757766406,1.6068683661720053,0.7676612144171451,Left,Correct,0.0,0.0,-45,45,2008,68975,-2.54
"{'cat': 'RB', 'resp': 'reach'}",46,9,Right,64.1981743329779,13.981680951314218,3.209908716648895,0.2196237308074255,Right,Correct,0.0,0.0,-45,45,2004,1136,-0.65
"{'cat': 'RB', 'resp': 'reach'}",46,10,Left,46.598766957633735,41.931869856784594,2.329938347881687,0.6586642714667889,Right,Incorrect,0.0,0.0,-45,45,2005,960,-0.72
"{'cat': 'RB', 'resp': 'reach'}",46,11,Right,62.60251850794895,13.618779103249302,3.130125925397447,0.213923281908151,Left,Incorrect,0.0,0.0,-45,45,2008,673,-2.62
"{'cat': 'RB', 'resp': 'reach'}",46,12,Right,52.342561727403634,69.89977970655622,2.6171280863701814,1.0979831720683095,Right,Correct,0.0,0.0,-45,45,2012,528,-0.63
"{'cat': 'RB', 'resp': 'reach'}",46,13,Left,47.24653420538128,24.118761182880732,2.3623267102690644,0.37885661472912385,Left,Correct,0.0,0.0,-45,45,2007,787,-2.62
"{'cat': 'RB', 'resp': 'reach'}",46,14,Left,39.57494663255215,70.94165963729196,1.9787473316276074,1.1143489837499199,Right,Incorrect,0.0,0.0,-45,45,2009,1796,-0.64
"{'cat': 'RB', 'resp': 'reach'}",46,15,Right,61.885333296334565,22.850832089979257,3.0942666648167285,0.35894003111146366,Right,Correct,0.0,0.0,-45,45,2005,1065,-0.59
"{'cat': 'RB', 'resp': 'reach'}",46,16,Left,35.06798155167446,47.90168332497106,1.7533990775837227,0.7524378821415689,Left,Correct,0.0,0.0,-45,45,2014,717,-2.63
"{'cat': 'RB', 'resp': 'reach'}",46,17,Right,59.31440597215238,67.50412615282387,2.965720298607619,1.0603523340435506,Left,Incorrect,0.0,0.0,-45,45,2007,615,-2.59
"{'cat': 'RB', 'resp': 'reach'}",46,18,Left,39.11757795028078,73.62661596299348,1.955878897514039,1.1565241790900866,Right,Incorrect,0.0,0.0,-45,45,2002,564,-0.6
"{'cat': 'RB', 'resp': 'reach'}",46,19,Right,52.81119206569633,61.75490790220378,2.6405596032848164,0.9700438249433884,Right,Correct,0.0,0.0,-45,45,2002,635,-0.67
"{'cat': 'RB', 'resp': 'reach'}",46,20,Left,49.26508253973773,48.181678630437204,2.463254126986887,0.7568360381150291,Left,Correct,0.0,0.0,-45,45,2004,802,-2.63
"{'cat': 'RB', 'resp': 'reach'}",46,21,Left,31.999384441980695,48.15147844150119,1.5999692220990347,0.7563616546565372,Right,Incorrect,0.0,0.0,-45,45,2004,592,-0.66
"{'cat': 'RB', 'resp': 'reach'}",46,22,Left,43.816811541058776,84.02338924748284,2.190840577052939,1.3198363119480385,Right,Incorrect,0.0,0.0,-45,45,2008,580,-0.61
"{'cat': 'RB', 'resp': 'reach'}",46,23,Left,37.80481321001198,36.66407761927949,1.890240660500599,0.5759179844968719,Right,Incorrect,0.0,0.0,-45,45,2008,583,-0.6
"{'cat': 'RB', 'resp': 'reach'}",46,24,Right,58.621436524442316,53.104012314486994,2.9310718262221154,0.8341558748166713,Left,Incorrect,0.0,0.0,-45,45,2007,1579,-2.63
"{'cat': 'RB', 'resp': 'reach'}",46,25,Right,65.97997721485734,60.26812023720733,3.2989988607428673,0.9466894189143844,Right,Correct,0.0,0.0,-45,45,2012,641,-0.7
"{'cat': 'RB', 'resp': 'reach'}",46,26,Right,62.237522002821464,54.41775387498966,3.1118761001410733,0.854792078992625,Left,Incorrect,0.0,0.0,-45,45,2008,661,-2.5
"{'cat': 'RB', 'resp': 'reach'}",46,27,Right,56.01873467331554,72.25456536904824,2.800936733665777,1.134972058758627,Right,Correct,0.0,0.0,-45,45,2001,625,-0.57
"{'cat': 'RB', 'resp': 'reach'}",46,28,Right,61.48635111963689,82.5752612893195,3.0743175559818443,1.2970891711739188,Left,Incorrect,0.0,0.0,-45,45,2005,642,-2.54
"{'cat': 'RB', 'resp': 'reach'}",46,29,Left,39.17118185413628,12.4461328710455,1.958559092706814,0.19550339796639488,Right,Incorrect,0.0,0.0,-45,45,2007,658,-0.56
"{'cat': 'RB', 'resp': 'reach'}",46,30,Right,59.59582378846467,21.745747108673577,2.979791189423233,0.34158139681715194,Right,Correct,0.0,0.0,-45,45,2002,683,-0.57
"{'cat': 'RB', 'resp': 'reach'}",46,31,Right,52.65552027931504,44.60491882889088,2.6327760139657523,0.7006524265340631,Left,Incorrect,0.0,0.0,-45,45,2012,3346,-2.6
"{'cat': 'RB', 'resp': 'reach'}",46,32,Left,39.22529586352211,31.792212691577205,1.9612647931761058,0.49939090916611567,Right,Incorrect,0.0,0.0,-45,45,2012,12880,-0.47
"{'cat': 'RB', 'resp': 'reach'}",46,33,Right,56.712966952434186,19.7373592981825,2.835648347621709,0.3100337148621617,Right,Correct,0.0,0.0,-45,45,2002,638,-0.63
"{'cat': 'RB', 'resp': 'reach'}",46,34,Left,32.556762163211296,50.927504921235474,1.6278381081605646,0.799967376631057,Left,Correct,0.0,0.0,-45,45,2004,1057,-2.82
"{'cat': 'RB', 'resp': 'reach'}",46,35,Right,60.80136338623164,90.98555942900506,3.040068169311582,1.4291978254245992,Right,Correct,0.0,0.0,-45,45,2007,670,-0.64
"{'cat': 'RB', 'resp': 'reach'}",46,36,Left,40.2402567727542,88.61552343409639,2.0120128386377103,1.391969387072857,Right,Incorrect,0.0,0.0,-45,45,2004,1316,-0.51
"{'cat': 'RB', 'resp': 'reach'}",46,37,Left,32.651795184199166,45.419625475793225,1.6325897592099583,0.713449808617759,Right,Incorrect,0.0,0.0,-45,45,2013,771,-0.53
"{'cat': 'RB', 'resp': 'reach'}",46,38,Left,45.69737135955328,33.325995865203254,2.284868567977664,0.5234835189184318,Right,Incorrect,0.0,0.0,-45,45,2005,813,-0.56
"{'cat': 'RB', 'resp': 'reach'}",46,39,Right,63.18441511774257,88.25691677980882,3.1592207558871284,1.3863364069196655,Right,Correct,0.0,0.0,-45,45,2002,2078,-0.59
"{'cat': 'RB', 'resp': 'reach'}",46,40,Left,35.321773724452434,22.023092591184497,1.7660886862226217,0.3459379294689651,Left,Correct,0.0,0.0,-45,45,2003,632,-2.72
"{'cat': 'RB', 'resp': 'reach'}",46,41,Left,40.99341087325527,23.898209432223183,2.0496705436627636,0.3753921959311132,Right,Incorrect,0.0,0.0,-45,45,2007,585,-0.62
"{'cat': 'RB', 'resp': 'reach'}",46,42,Left,32.92780635540764,62.592874039925604,1.646390317770382,0.9832065662545079,Right,Incorrect,0.0,0.0,-45,45,2009,688,-0.57
"{'cat': 'RB', 'resp': 'reach'}",46,43,Right,57.33414044311583,48.402980513039765,2.8667070221557913,0.7603122399580781,Left,Incorrect,0.0,0.0,-45,45,2006,592,-2.6
