condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'II', 'resp': 'reach'}",92,0,Left,44.65782741315767,56.42464229436163,2.2328913706578835,0.8863162085669921,Right,Incorrect,0.0,0.0,-45,45,2009,2533,-0.74
"{'cat': 'II', 'resp': 'reach'}",92,1,Left,30.306281165074207,42.66258094336836,1.5153140582537103,0.6701422543743297,Left,Correct,0.0,0.0,-45,45,2005,3422,-2.61
"{'cat': 'II', 'resp': 'reach'}",92,2,Left,42.60600286805153,66.02331028910793,2.1303001434025766,1.0370917328497042,Right,Incorrect,0.0,0.0,-45,45,2008,2204,-0.73
"{'cat': 'II', 'resp': 'reach'}",92,3,Left,34.76374255589305,65.65093876304019,1.7381871277946528,1.0312425345962022,Left,Correct,0.0,0.0,-45,45,2005,2966,-2.7
"{'cat': 'II', 'resp': 'reach'}",92,4,Right,69.49263064229086,43.41061200810373,3.474631532114543,0.6818922988624777,Left,Incorrect,0.0,0.0,-45,45,2006,708,-2.51
"{'cat': 'II', 'resp': 'reach'}",92,5,Left,35.1677574756795,47.037886049611544,1.758387873783975,0.7388693862692671,Left,Correct,0.0,0.0,-45,45,2006,1311,-2.56
"{'cat': 'II', 'resp': 'reach'}",92,6,Left,42.96963461123355,67.57594727964997,2.1484817305616777,1.0614804976655976,Left,Correct,0.0,0.0,-45,45,2013,2961,-2.61
"{'cat': 'II', 'resp': 'reach'}",92,7,Left,29.542727900083538,49.41231550741493,1.477136395004177,0.7761668369747787,Left,Correct,0.0,0.0,-45,45,2009,1095,-2.56
"{'cat': 'II', 'resp': 'reach'}",92,8,Right,53.43393936769145,26.6321254729545,2.6716969683845724,0.4183364486765773,Right,Correct,0.0,0.0,-45,45,2003,2126,-0.77
"{'cat': 'II', 'resp': 'reach'}",92,9,Left,61.71505847853251,87.21491448269005,3.0857529239266257,1.3699686731114054,Right,Incorrect,0.0,0.0,-45,45,2004,1035,-0.77
