condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'RB', 'resp': 'button'}",21,0,Left,40.0435437087482,11.470265126319845,2.00217718543741,0.18017450327786813,Left,Correct,0.0,0.0,-45,45,2399,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,1,Left,37.198688043462425,72.2202488703683,1.8599344021731212,1.1344330164578778,Right,Incorrect,0.0,0.0,-45,45,973,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,2,Right,55.87843443010255,56.269079389887516,2.7939217215051273,0.8838726321776573,Right,Correct,0.0,0.0,-45,45,2361,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,3,Left,34.986198923809525,36.829302130080336,1.7493099461904762,0.5785133250434965,Left,Correct,0.0,0.0,-45,45,770,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,4,Right,62.274786933900266,73.22146075264267,3.1137393466950134,1.150160015928078,Left,Incorrect,0.0,0.0,-45,45,1713,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,5,Right,65.38311603956478,64.21639456354703,3.2691558019782394,1.0087087670043144,Left,Incorrect,0.0,0.0,-45,45,471,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,6,Left,38.01189186638512,49.17290087812126,1.900594593319256,0.7724061207720242,Left,Correct,0.0,0.0,-45,45,324,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,7,Right,58.508898564683534,40.1836142708414,2.925444928234177,0.6312027369398066,Right,Correct,0.0,0.0,-45,45,357,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,8,Left,33.01019085077377,64.65426581283609,1.6505095425386884,1.0155868325042376,Left,Correct,0.0,0.0,-45,45,1714,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,9,Right,55.5515195246251,24.206910888990784,2.777575976231255,0.38024126707478106,Left,Incorrect,0.0,0.0,-45,45,1902,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,10,Left,31.480059327333358,53.15886855481504,1.5740029663666677,0.8350175546247619,Right,Incorrect,0.0,0.0,-45,45,269,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,11,Left,33.446168333168764,30.96462554874421,1.6723084166584383,0.48639120072546815,Left,Correct,0.0,0.0,-45,45,599,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,12,Right,64.72307843934752,80.31266880576804,3.236153921967376,1.261548451551955,Right,Correct,0.0,0.0,-45,45,1335,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,13,Right,63.340114010798665,74.49920458505851,3.1670057005399332,1.1702307691135143,Right,Correct,0.0,0.0,-45,45,876,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,14,Right,62.30445113976049,32.74867418636762,3.1152225569880243,0.5144149711934911,Left,Incorrect,0.0,0.0,-45,45,1170,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,15,Right,62.64392901196895,82.04261325097171,3.132196450598448,1.2887223553528067,Right,Correct,0.0,0.0,-45,45,1004,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,16,Right,59.9359253228686,83.47537144252647,2.9967962661434298,1.3112280683976019,Right,Correct,0.0,0.0,-45,45,1136,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,17,Left,46.250706132875784,40.81005124231965,2.3125353066437895,0.6410427858774721,Left,Correct,0.0,0.0,-45,45,1294,-1,-1
"{'cat': 'RB', 'resp': 'button'}",21,18,Right,53.51335769736791,25.05461091150806,2.6756678848683952,0.39355690789072206,Right,Correct,0.0,0.0,-45,45,1100,-1,-1
