condition,subject,trial,state,t,xx,yy
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6136.0,160.33815528145533,1079.9379055612833
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6147.0,158.46720954935506,1079.8811848013397
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6157.0,156.49033421956887,1079.846034620189
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6168.0,154.926386115689,1079.7979876099826
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6179.0,152.32923903562792,1079.6737481567493
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6188.0,150.47706772806555,1079.5908670641434
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6199.0,147.64526786976268,1079.595482105913
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6210.0,145.91835115405843,1079.6736849369988
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6221.0,143.5846516441257,1079.8890619822237
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6231.0,142.13808498633023,1080.0760533595767
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6242.0,140.25552223494103,1080.3475063232922
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6252.0,139.31118519777485,1080.5209433861867
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6263.0,138.28310651919458,1080.7335261184496
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6274.0,137.8920919647431,1080.835411067987
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6285.0,137.8611499512818,1080.8429974380197
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6296.0,137.85630493849789,1080.8470055701869
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6308.0,137.85184532445788,1080.8425422558178
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6319.0,137.85250600801953,1080.8367639706428
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6329.0,137.85234083712902,1080.8407973907101
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6341.0,137.85432288781345,1080.8424537481674
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6352.0,137.85404760299622,1080.8439457342738
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6362.0,137.85465322959425,1080.84075945886
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6371.0,137.85476334352097,1080.8464239484842
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6382.0,137.85580942582675,1080.8457917509816
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6392.0,137.85525885619208,1080.8437181431725
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6403.0,137.85492851441148,1080.8419859220153
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6414.0,137.85492851441148,1080.8410376257611
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6426.0,137.85839710310904,1080.842175581266
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6437.0,137.86010386897624,1080.8425169679176
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6447.0,138.05247289928502,1080.6470541440283
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6457.0,139.21147703695922,1079.754542997596
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6468.0,140.21560593643684,1079.1359250972398
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6479.0,141.91334246151015,1078.306165874927
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6490.0,143.0757050739552,1077.7600989599825
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6501.0,145.2022802873732,1076.7213858190723
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6511.0,147.12343797014375,1075.7889703662688
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6522.0,150.54352148295465,1074.124229970271
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6533.0,154.42189915955822,1072.0932828488505
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6544.0,157.030387974091,1070.5207294926984
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6554.0,161.97554937458293,1068.2322124647221
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6565.0,165.54979238506562,1066.8048622309934
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6577.0,170.23057024705054,1064.5436308472342
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6587.0,175.20970179399376,1061.8638088529776
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6598.0,179.01000869641933,1059.6602844572662
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6609.0,184.9197130396655,1055.7022855520217
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6620.0,191.45547011434894,1051.23496305069
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6631.0,196.4078439770536,1047.9290758694954
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6642.0,205.17841825530624,1042.853705810053
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6652.0,211.78024368613478,1039.4458072398204
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6663.0,221.39467604324983,1034.3363996668318
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6673.0,228.45754848604386,1030.8128215975526
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6684.0,240.89629295443203,1025.5258929658019
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6694.0,249.6238677442271,1022.0819970697646
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6705.0,262.9010196520957,1017.0348103749933
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6716.0,271.76276826182846,1013.7799288883176
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6726.0,286.07212812053626,1009.109304314063
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6737.0,299.3024265525054,1004.8516311485818
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6748.0,307.42074098471625,1002.1032346912058
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6759.0,319.36000868064787,998.0113489988362
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6770.0,330.40999630286757,993.8157133742963
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6781.0,337.2622208034858,990.8748254212937
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6792.0,346.8888758064878,986.474990003377
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6804.0,355.79400930342246,982.2098695513137
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_init,6814.0,361.43608174731753,979.5845429817912
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_searching_ring,6825.0,368.9593405185156,975.9243343882251
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_searching_ring,6836.0,374.0291508842678,973.6793441583108
"{'cat': 'II', 'resp': 'reach'}",10888888888888,0,state_searching_ring,6847.0,381.17637059507376,970.5030827530726
