condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'II', 'resp': 'reach'}",100,0,Right,54.31435038318175,39.71173778905807,2.7157175191590874,0.623790518496945,Right,Correct,0.0,0.0,-45,45,2004,1042,-0.77
"{'cat': 'II', 'resp': 'reach'}",100,1,Left,55.241905638833536,64.49930972944254,2.7620952819416766,1.013152788038147,Right,Incorrect,0.0,0.0,-45,45,2001,1532,-0.66
"{'cat': 'II', 'resp': 'reach'}",100,2,Right,60.55291737432109,41.05341634733969,3.0276458687160543,0.6448655560078275,Left,Incorrect,0.0,0.0,-45,45,2006,1372,-2.55
"{'cat': 'II', 'resp': 'reach'}",100,3,Left,38.62099356950833,50.6441016755822,1.9310496784754165,0.7955156888583179,Right,Incorrect,0.0,0.0,-45,45,2012,1447,-0.74
"{'cat': 'II', 'resp': 'reach'}",100,4,Left,33.21367028990362,42.4474283538151,1.660683514495181,0.666762645400623,Right,Incorrect,0.0,0.0,-45,45,2003,2275,-0.71
"{'cat': 'II', 'resp': 'reach'}",100,5,Left,36.5035128107252,64.23992725397392,1.8251756405362598,1.009078417641136,Left,Correct,0.0,0.0,-45,45,2006,694,-2.48
"{'cat': 'II', 'resp': 'reach'}",100,6,Left,44.39836497016224,60.59157480325047,2.219918248508112,0.9517702313566404,Left,Correct,0.0,0.0,-45,45,2007,787,-2.5
"{'cat': 'II', 'resp': 'reach'}",100,7,Right,39.7861384970781,28.721906829791074,1.989306924853905,0.4511626574678107,Left,Incorrect,0.0,0.0,-45,45,2012,782,-2.49
"{'cat': 'II', 'resp': 'reach'}",100,8,Right,63.534983530762,53.97426950029558,3.1767491765380997,0.8478258427250213,Right,Correct,0.0,0.0,-45,45,2007,916,-0.76
"{'cat': 'II', 'resp': 'reach'}",100,9,Left,39.078593032236896,52.581059559443716,1.9539296516118447,0.8259413521495788,Left,Correct,0.0,0.0,-45,45,2006,667,-2.48
"{'cat': 'II', 'resp': 'reach'}",100,10,Left,49.103531506911665,67.09438634151655,2.4551765753455834,1.053916156138119,Left,Correct,0.0,0.0,-45,45,2005,692,-2.51
"{'cat': 'II', 'resp': 'reach'}",100,11,Right,51.645588482092236,32.33285988936109,2.582279424104612,0.5078833754898244,Right,Correct,0.0,0.0,-45,45,2005,680,-0.76
