condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'II', 'resp': 'reach'}",80,0,Right,54.34340820279108,28.207402886234448,2.7171704101395537,0.4430808484212083,Right,Correct,0.0,0.0,-45,45,2004,6907,-0.69
"{'cat': 'II', 'resp': 'reach'}",80,1,Right,32.85241579835795,13.839195885233089,1.6426207899178977,0.21738558062319185,Right,Correct,0.0,0.0,-45,45,2009,1634,-0.75
"{'cat': 'II', 'resp': 'reach'}",80,2,Right,47.943827060621324,18.257681750445204,2.397191353031066,0.28679099429389543,Right,Correct,0.0,0.0,-45,45,2001,1375,-0.83
"{'cat': 'II', 'resp': 'reach'}",80,3,Left,53.40979600534736,61.18321612840503,2.670489800267368,0.961063711559969,Right,Incorrect,0.0,0.0,-45,45,2002,1519,-0.77
"{'cat': 'II', 'resp': 'reach'}",80,4,Left,26.834270600929234,59.356523460429486,1.3417135300464615,0.9323700902295774,Right,Incorrect,0.0,0.0,-45,45,2008,1740,-0.87
"{'cat': 'II', 'resp': 'reach'}",80,5,Left,16.43445899226246,41.251154409909745,0.8217229496131231,0.6479716182313533,Left,Correct,0.0,0.0,-45,45,2001,3942,-2.45
"{'cat': 'II', 'resp': 'reach'}",80,6,Left,22.751422460024454,38.629530424392755,1.1375711230012227,0.6067912449644784,Right,Incorrect,0.0,0.0,-45,45,2012,1348,-0.77
"{'cat': 'II', 'resp': 'reach'}",80,7,Left,28.602733827552967,51.780136425070516,1.4301366913776485,0.8133604809743938,Right,Incorrect,0.0,0.0,-45,45,2012,1233,-0.79
"{'cat': 'II', 'resp': 'reach'}",80,8,Right,58.21230499692825,29.20442493772115,2.910615249846413,0.4587420341832966,Right,Correct,0.0,0.0,-45,45,2007,2113,-0.83
"{'cat': 'II', 'resp': 'reach'}",80,9,Right,72.73712040870004,58.66374463516944,3.636856020435002,0.9214879458895796,Right,Correct,0.0,0.0,-45,45,2005,1324,-0.79
"{'cat': 'II', 'resp': 'reach'}",80,10,Right,76.69330831541652,51.13873177563398,3.834665415770826,0.8032853203011532,Right,Correct,0.0,0.0,-45,45,2014,977,-0.9
"{'cat': 'II', 'resp': 'reach'}",80,11,Right,78.040761547313,46.413178701402,3.9020380773656496,0.7290565061903739,Right,Correct,0.0,0.0,-45,45,2003,944,-0.83
"{'cat': 'II', 'resp': 'reach'}",80,12,Right,77.36849156349714,48.333235310524515,3.8684245781748574,0.7592166848788529,Right,Correct,0.0,0.0,-45,45,2008,974,-0.91
"{'cat': 'II', 'resp': 'reach'}",80,13,Left,46.77789611831014,70.2892199775668,2.338894805915507,1.1041004855404037,Left,Correct,0.0,0.0,-45,45,2003,1134,-2.55
"{'cat': 'II', 'resp': 'reach'}",80,14,Right,56.584508702388064,26.45075942515131,2.8292254351194033,0.4154875574596318,Right,Correct,0.0,0.0,-45,45,2008,1072,-0.86
"{'cat': 'II', 'resp': 'reach'}",80,15,Right,82.9331468727842,52.655911276996875,4.146657343639211,0.8271171201794467,Right,Correct,0.0,0.0,-45,45,2007,1028,-0.82
"{'cat': 'II', 'resp': 'reach'}",80,16,Right,50.25801948821774,20.746399098462902,2.5129009744108872,0.3258836749808648,Right,Correct,0.0,0.0,-45,45,2001,969,-0.81
"{'cat': 'II', 'resp': 'reach'}",80,17,Right,81.00598593751604,60.516289940856474,4.050299296875802,0.950587659503523,Right,Correct,0.0,0.0,-45,45,2007,727,-0.85
"{'cat': 'II', 'resp': 'reach'}",80,18,Right,66.85986084974745,49.0587832000445,3.3429930424873726,0.7706135644765707,Right,Correct,0.0,0.0,-45,45,2005,1014,-0.85
"{'cat': 'II', 'resp': 'reach'}",80,19,Left,48.294508541198915,76.28899103815299,2.414725427059946,1.198344668976195,Left,Correct,0.0,0.0,-45,45,2013,1178,-2.28
"{'cat': 'II', 'resp': 'reach'}",80,20,Left,48.72084513493106,55.44342126253512,2.436042256746553,0.8709032246413224,Left,Correct,0.0,0.0,-45,45,2007,1224,-2.36
"{'cat': 'II', 'resp': 'reach'}",80,21,Right,72.10068926007901,54.83835025160912,3.60503446300395,0.8613987914271961,Right,Correct,0.0,0.0,-45,45,2001,773,-0.92
"{'cat': 'II', 'resp': 'reach'}",80,22,Left,23.274968168835453,48.5885570389067,1.1637484084417726,0.7632272692097897,Left,Correct,0.0,0.0,-45,45,2006,1077,-2.42
"{'cat': 'II', 'resp': 'reach'}",80,23,Right,37.337866907096725,25.450477367573942,1.8668933453548362,0.39977516364161797,Right,Correct,0.0,0.0,-45,45,2006,1637,-0.72
"{'cat': 'II', 'resp': 'reach'}",80,24,Left,61.55943307884124,70.98644339890274,3.077971653942062,1.1150524454323023,Right,Incorrect,0.0,0.0,-45,45,2007,1235,-0.77
"{'cat': 'II', 'resp': 'reach'}",80,25,Left,14.552189013373251,38.102438828864884,0.7276094506686626,0.598511709543082,Left,Correct,0.0,0.0,-45,45,2009,931,-2.37
"{'cat': 'II', 'resp': 'reach'}",80,26,Left,49.81894912505595,73.78009795847626,2.4909474562527976,1.1589350686374214,Right,Incorrect,0.0,0.0,-45,45,2012,2968,-0.89
"{'cat': 'II', 'resp': 'reach'}",80,27,Left,14.772692644984428,41.45723346868847,0.7386346322492214,0.651208700516943,Left,Correct,0.0,0.0,-45,45,2002,1077,-2.46
"{'cat': 'II', 'resp': 'reach'}",80,28,Left,52.548477381610475,78.89009546430711,2.627423869080524,1.2392027217583235,Right,Incorrect,0.0,0.0,-45,45,2001,948,-0.89
"{'cat': 'II', 'resp': 'reach'}",80,29,Right,77.18535075245099,64.43218526571165,3.859267537622549,1.0120983994274813,Right,Correct,0.0,0.0,-45,45,2012,1121,-0.82
"{'cat': 'II', 'resp': 'reach'}",80,30,Right,69.7458204922859,38.85318015022565,3.4872910246142954,0.6103043266427484,Right,Correct,0.0,0.0,-45,45,2009,1042,-0.75
"{'cat': 'II', 'resp': 'reach'}",80,31,Left,54.54310422068255,81.272566471268,2.7271552110341277,1.2766264888226182,Left,Correct,0.0,0.0,-45,45,2002,1320,-2.53
"{'cat': 'II', 'resp': 'reach'}",80,32,Left,68.0209754476568,83.34152871811605,3.4010487723828398,1.309125671798881,Left,Correct,0.0,0.0,-45,45,2004,1845,-2.4
"{'cat': 'II', 'resp': 'reach'}",80,33,Left,42.238012106684145,73.17541622954268,2.1119006053342075,1.149436750250533,Left,Correct,0.0,0.0,-45,45,2005,2719,-2.5
"{'cat': 'II', 'resp': 'reach'}",80,34,Left,20.67538402759471,47.736802972626066,1.0337692013797355,0.7498479476233273,Left,Correct,0.0,0.0,-45,45,2013,1037,-2.45
"{'cat': 'II', 'resp': 'reach'}",80,35,Right,45.281382564896035,28.384932773054004,2.2640691282448016,0.4458694813623331,Right,Correct,0.0,0.0,-45,45,2001,1117,-0.71
"{'cat': 'II', 'resp': 'reach'}",80,36,Left,19.747582253179747,47.23652663112958,0.9873791126589873,0.7419896252272765,Left,Correct,0.0,0.0,-45,45,2001,1280,-2.45
"{'cat': 'II', 'resp': 'reach'}",80,37,Left,37.815277739991764,54.33135154580195,1.8907638869995882,0.8534348743794793,Left,Correct,0.0,0.0,-45,45,2003,2400,-2.46
"{'cat': 'II', 'resp': 'reach'}",80,38,Left,24.939619034306197,41.01238554714935,1.2469809517153099,0.644221045705583,Left,Correct,0.0,0.0,-45,45,2007,1096,-2.4
