condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'II', 'resp': 'reach'}",96,0,Right,30.848012616271692,12.415207122616817,1.5424006308135847,0.19501761744604332,Right,Correct,0.0,0.0,-45,45,2007,2400,-0.6
"{'cat': 'II', 'resp': 'reach'}",96,1,Left,29.69346145937771,59.746864538759255,1.4846730729688855,0.938501553549953,Left,Correct,0.0,0.0,-45,45,2010,3445,-2.6
"{'cat': 'II', 'resp': 'reach'}",96,2,Right,75.3434619961885,61.05227958783341,3.7671730998094244,0.9590069651902376,Right,Correct,0.0,0.0,-45,45,2012,1612,-0.74
"{'cat': 'II', 'resp': 'reach'}",96,3,Left,53.48744618130786,62.09116853230318,2.674372309065393,0.9753257945694471,Left,Correct,0.0,0.0,-45,45,2003,3538,-2.52
"{'cat': 'II', 'resp': 'reach'}",96,4,Right,52.16876177789703,42.24264697045492,2.6084380888948515,0.6635459469528416,Right,Correct,0.0,0.0,-45,45,2004,2932,-0.68
"{'cat': 'II', 'resp': 'reach'}",96,5,Right,40.73867420363099,29.706425371543475,2.0369337101815495,0.46662743855827216,Right,Correct,0.0,0.0,-45,45,2001,3740,-0.62
"{'cat': 'II', 'resp': 'reach'}",96,6,Right,55.55400011210982,37.75495139514116,2.7777000056054906,0.593053389698076,Left,Incorrect,0.0,0.0,-45,45,2009,1536,-2.68
"{'cat': 'II', 'resp': 'reach'}",96,7,Right,54.17766186770959,31.294514554398887,2.7088830933854795,0.49157308510879205,Right,Correct,0.0,0.0,-45,45,2005,1004,-0.63
"{'cat': 'II', 'resp': 'reach'}",96,8,Right,55.07411856887851,33.17139682742016,2.7537059284439254,0.5210550829116747,Left,Incorrect,0.0,0.0,-45,45,2007,1409,-2.77
"{'cat': 'II', 'resp': 'reach'}",96,9,Right,40.14390983743729,26.427774241120275,2.0071954918718644,0.41512650703316506,Right,Correct,0.0,0.0,-45,45,2007,729,-0.65
"{'cat': 'II', 'resp': 'reach'}",96,10,Left,64.38975057801518,88.0780898372972,3.219487528900759,1.3835273998753737,Right,Incorrect,0.0,0.0,-45,45,2001,4637,-0.71
"{'cat': 'II', 'resp': 'reach'}",96,11,Right,34.289821635572224,19.892550893768547,1.7144910817786112,0.3124714587451217,Left,Incorrect,0.0,0.0,-45,45,2001,705,-2.57
"{'cat': 'II', 'resp': 'reach'}",96,12,Left,23.155663237392808,47.222769167444724,1.1577831618696406,0.7417735234930548,Right,Incorrect,0.0,0.0,-45,45,2005,1001,-0.69
"{'cat': 'II', 'resp': 'reach'}",96,13,Left,28.495483687266358,44.720675128309345,1.424774184363318,0.702470722233362,Right,Incorrect,0.0,0.0,-45,45,2006,1760,-0.71
"{'cat': 'II', 'resp': 'reach'}",96,14,Right,40.974242981830436,23.78222094805895,2.048712149091522,0.3735702530823565,Right,Correct,0.0,0.0,-45,45,2012,3844,-0.64
"{'cat': 'II', 'resp': 'reach'}",96,15,Left,53.036367038800286,71.16808182993525,2.6518183519400145,1.117905615235009,Left,Correct,0.0,0.0,-45,45,2006,2292,-2.6
"{'cat': 'II', 'resp': 'reach'}",96,16,Right,57.8410407685912,26.3994501050772,2.89205203842956,0.41468159254460407,Left,Incorrect,0.0,0.0,-45,45,2005,1670,-2.62
"{'cat': 'II', 'resp': 'reach'}",96,17,Left,55.064738597218344,82.91592563198265,2.753236929860917,1.3024403141551715,Right,Incorrect,0.0,0.0,-45,45,2005,1117,-0.58
"{'cat': 'II', 'resp': 'reach'}",96,18,Left,35.64375486764218,67.61369482828387,1.782187743382109,1.0620734347729939,Right,Incorrect,0.0,0.0,-45,45,2002,2467,-0.59
"{'cat': 'II', 'resp': 'reach'}",96,19,Right,69.00177988260549,49.66719114058518,3.4500889941302746,0.7801704140585124,Right,Correct,0.0,0.0,-45,45,2004,2945,-0.61
"{'cat': 'II', 'resp': 'reach'}",96,20,Left,38.0850712030515,59.161051824973555,1.9042535601525747,0.9292996289599098,Left,Correct,0.0,0.0,-45,45,2008,1612,-2.6
