condition,subject,trial,cat,x,y,xt,yt,resp,fb,rotation,su,target_angle_left,target_angle_right,rt,mt,ep
"{'cat': 'II', 'resp': 'button'}",35,0,Left,67.8067638419745,80.78020611852227,3.390338192098725,1.2688925104870943,Right,Incorrect,0.0,0.0,-45,45,2688,-1,-1
"{'cat': 'II', 'resp': 'button'}",35,1,Left,51.2770299974209,65.46649397604438,2.5638514998710447,1.0283452826571073,Left,Correct,0.0,0.0,-45,45,1946,-1,-1
"{'cat': 'II', 'resp': 'button'}",35,2,Left,65.69329004353654,79.8406556672719,3.2846645021768266,1.2541340865104684,Right,Incorrect,0.0,0.0,-45,45,1152,-1,-1
"{'cat': 'II', 'resp': 'button'}",35,3,Left,56.94799431483021,76.31329382916466,2.8473997157415107,1.1987264163247149,Right,Incorrect,0.0,0.0,-45,45,1641,-1,-1
"{'cat': 'II', 'resp': 'button'}",35,4,Left,57.82614873645315,70.82823878649556,2.8913074368226575,1.1125673731917904,Left,Correct,0.0,0.0,-45,45,1834,-1,-1
"{'cat': 'II', 'resp': 'button'}",35,5,Right,80.83761349832312,56.45026194402011,4.041880674916156,0.8867186410827653,Right,Correct,0.0,0.0,-45,45,2338,-1,-1
"{'cat': 'II', 'resp': 'button'}",35,6,Right,49.682780256217086,32.27032412054159,2.4841390128108545,0.5069010659302747,Right,Correct,0.0,0.0,-45,45,1409,-1,-1
"{'cat': 'II', 'resp': 'button'}",35,7,Right,75.48287361967444,62.419700900333964,3.7741436809837214,0.9804863689388068,Left,Incorrect,0.0,0.0,-45,45,3277,-1,-1
"{'cat': 'II', 'resp': 'button'}",35,8,Left,19.125597261162795,39.542433208165846,0.9562798630581397,0.6211310883591946,Right,Incorrect,0.0,0.0,-45,45,3816,-1,-1
"{'cat': 'II', 'resp': 'button'}",35,9,Left,56.249574170372995,74.94133505799641,2.8124787085186496,1.1771757383420636,Right,Incorrect,0.0,0.0,-45,45,1091,-1,-1
