date,condition,subject,trial,target_angle,su,rotation,rt,mt,ep
2025-07-09,mis_rep,5,0,-120.0,1.0,0.0,2002,3073,2.9
2025-07-09,mis_rep,5,1,-30.0,1.0,0.0,2002,554,-2.06
2025-07-09,mis_rep,5,2,0.0,1.0,0.0,2008,674,-1.44
2025-07-09,mis_rep,5,3,-150.0,1.0,0.0,2001,9975,2.24
2025-07-09,mis_rep,5,4,-60.0,1.0,0.0,2010,598,-2.7
2025-07-09,mis_rep,5,5,0.0,1.0,0.0,2005,453,-1.38
2025-07-09,mis_rep,5,6,120.0,1.0,0.0,2002,398,0.63
2025-07-09,mis_rep,5,7,-60.0,1.0,0.0,2005,392,-2.71
2025-07-09,mis_rep,5,8,-60.0,1.0,0.0,2009,361,-2.59
2025-07-09,mis_rep,5,9,0.0,1.0,0.0,2009,337,-1.43
2025-07-09,mis_rep,5,10,120.0,1.0,0.0,2010,381,0.57
2025-07-09,mis_rep,5,11,-120.0,1.0,0.0,2002,391,2.61
2025-07-09,mis_rep,5,12,-90.0,1.0,0.0,2007,420,-3.1
2025-07-09,mis_rep,5,13,150.0,1.0,0.0,2003,379,0.91
2025-07-09,mis_rep,5,14,-90.0,1.0,0.0,2006,359,3.07
2025-07-09,mis_rep,5,15,150.0,1.0,0.0,2009,396,0.85
2025-07-09,mis_rep,5,16,60.0,1.0,0.0,2004,388,-0.38
2025-07-09,mis_rep,5,17,30.0,1.0,0.0,2007,379,-1.08
2025-07-09,mis_rep,5,18,-120.0,1.0,0.0,2010,370,2.78
2025-07-09,mis_rep,5,19,90.0,1.0,0.0,2004,351,0.03
2025-07-09,mis_rep,5,20,30.0,1.0,0.0,2007,409,-0.86
2025-07-09,mis_rep,5,21,90.0,1.0,0.0,2003,380,0.03
2025-07-09,mis_rep,5,22,120.0,1.0,0.0,2006,350,0.5
2025-07-09,mis_rep,5,23,150.0,1.0,0.0,2010,379,1.02
2025-07-09,mis_rep,5,24,60.0,1.0,0.0,2003,388,-0.51
2025-07-09,mis_rep,5,25,90.0,1.0,0.0,2004,350,-0.09
2025-07-09,mis_rep,5,26,60.0,1.0,0.0,2009,389,-0.55
2025-07-09,mis_rep,5,27,30.0,1.0,0.0,2002,394,-0.91
2025-07-09,mis_rep,5,28,-150.0,1.0,0.0,2011,359,2.29
2025-07-09,mis_rep,5,29,-30.0,1.0,0.0,2008,410,-2.22
2025-07-09,mis_rep,5,30,-90.0,1.0,0.0,2005,371,-3.11
2025-07-09,mis_rep,5,31,-30.0,1.0,0.0,2002,378,-2.1
2025-07-09,mis_rep,5,32,-150.0,1.0,0.0,2009,400,2.24
2025-07-09,mis_rep,5,33,-60.0,1.0,0.0,2003,443,-2.6
2025-07-09,mis_rep,5,34,60.0,1.0,0.0,2009,359,-0.52
2025-07-09,mis_rep,5,35,120.0,1.0,0.0,2010,381,0.62
2025-07-09,mis_rep,5,36,0.0,1.0,0.0,2010,375,-1.37
2025-07-09,mis_rep,5,37,-90.0,1.0,0.0,2001,361,-3.12
2025-07-09,mis_rep,5,38,-90.0,1.0,0.0,2005,376,-3.07
2025-07-09,mis_rep,5,39,30.0,1.0,0.0,2010,390,-0.87
2025-07-09,mis_rep,5,40,150.0,1.0,0.0,2008,399,0.9
2025-07-09,mis_rep,5,41,-90.0,1.0,0.0,2011,380,-2.92
2025-07-09,mis_rep,5,42,-150.0,1.0,0.0,2004,378,2.08
2025-07-09,mis_rep,5,43,-60.0,1.0,0.0,2001,407,-2.64
2025-07-09,mis_rep,5,44,120.0,1.0,0.0,2002,369,0.7
2025-07-09,mis_rep,5,45,-60.0,1.0,0.0,2004,416,-2.64
2025-07-09,mis_rep,5,46,0.0,1.0,0.0,2001,383,-1.54
2025-07-09,mis_rep,5,47,120.0,1.0,0.0,2001,394,0.71
2025-07-09,mis_rep,5,48,-120.0,1.0,0.0,2001,349,2.56
2025-07-09,mis_rep,5,49,0.0,1.0,0.0,2003,402,-1.42
2025-07-09,mis_rep,5,50,60.0,1.0,0.0,2003,368,-0.38
2025-07-09,mis_rep,5,51,-90.0,1.0,0.0,2007,371,3.12
2025-07-09,mis_rep,5,52,-30.0,1.0,0.0,2006,381,-2.18
2025-07-09,mis_rep,5,53,90.0,1.0,0.0,2004,369,0.17
2025-07-09,mis_rep,5,54,60.0,1.0,0.0,2003,403,-0.61
2025-07-09,mis_rep,5,55,30.0,1.0,0.0,2004,380,-0.94
2025-07-09,mis_rep,5,56,-120.0,1.0,0.0,2007,422,2.54
2025-07-09,mis_rep,5,57,30.0,1.0,0.0,2006,382,-0.82
2025-07-09,mis_rep,5,58,0.0,1.0,0.0,2007,371,-1.3
2025-07-09,mis_rep,5,59,-150.0,1.0,0.0,2001,384,2.16
2025-07-09,mis_rep,5,60,-90.0,1.0,0.0,2002,426,-3.13
2025-07-09,mis_rep,5,61,120.0,1.0,0.0,2010,379,0.54
2025-07-09,mis_rep,5,62,120.0,1.0,0.0,2010,378,0.69
2025-07-09,mis_rep,5,63,150.0,1.0,0.0,2005,434,1.18
2025-07-09,mis_rep,5,64,-60.0,1.0,0.0,2006,378,-2.67
2025-07-09,mis_rep,5,65,150.0,1.0,0.0,2005,398,0.96
2025-07-09,mis_rep,5,66,60.0,1.0,0.0,2002,383,-0.66
2025-07-09,mis_rep,5,67,30.0,1.0,0.0,2009,447,-0.88
2025-07-09,mis_rep,5,68,0.0,1.0,0.0,2009,412,-1.47
2025-07-09,mis_rep,5,69,-120.0,1.0,0.0,2010,430,2.59
2025-07-09,mis_rep,5,70,-150.0,1.0,0.0,2001,432,2.19
2025-07-09,mis_rep,5,71,30.0,1.0,0.0,2005,362,-0.91
2025-07-09,mis_rep,5,72,60.0,1.0,0.0,2004,389,-0.34
2025-07-09,mis_rep,5,73,-90.0,1.0,0.0,2009,474,-3.14
2025-07-09,mis_rep,5,74,-150.0,1.0,0.0,2004,374,2.19
2025-07-09,mis_rep,5,75,-30.0,1.0,0.0,2003,411,-2.12
2025-07-09,mis_rep,5,76,60.0,1.0,0.0,2001,436,-0.45
2025-07-09,mis_rep,5,77,120.0,1.0,0.0,2010,410,0.72
2025-07-09,mis_rep,5,78,-90.0,1.0,0.0,2009,432,3.05
2025-07-09,mis_rep,5,79,-150.0,1.0,0.0,2004,381,2.18
2025-07-09,mis_rep,5,80,0.0,1.0,0.0,2008,403,-1.45
2025-07-09,mis_rep,5,81,30.0,1.0,0.0,2010,408,-0.87
2025-07-09,mis_rep,5,82,0.0,1.0,0.0,2002,418,-1.42
2025-07-09,mis_rep,5,83,-60.0,1.0,0.0,2006,397,-2.63
2025-07-09,mis_rep,5,84,-150.0,1.0,0.0,2010,419,2.21
2025-07-09,mis_rep,5,85,-30.0,1.0,0.0,2002,375,-2.07
2025-07-09,mis_rep,5,86,-90.0,1.0,0.0,2007,383,-3.06
2025-07-09,mis_rep,5,87,-120.0,1.0,0.0,2007,350,2.57
2025-07-09,mis_rep,5,88,120.0,1.0,0.0,2010,351,0.57
2025-07-09,mis_rep,5,89,150.0,1.0,0.0,2002,374,1.0
2025-07-09,mis_rep,5,90,-90.0,1.0,0.0,2010,439,-3.13
2025-07-09,mis_rep,5,91,30.0,1.0,0.0,2004,398,-0.98
2025-07-09,mis_rep,5,92,150.0,1.0,0.0,2004,378,1.18
2025-07-09,mis_rep,5,93,-60.0,1.0,0.0,2001,387,-2.63
2025-07-09,mis_rep,5,94,30.0,1.0,0.0,2010,380,-0.89
2025-07-09,mis_rep,5,95,0.0,1.0,0.0,2002,424,-1.38
2025-07-09,mis_rep,5,96,120.0,1.0,0.0,2004,382,0.79
2025-07-09,mis_rep,5,97,60.0,1.0,0.0,2005,427,-0.45
2025-07-09,mis_rep,5,98,90.0,1.0,0.0,2006,405,0.14
2025-07-09,mis_rep,5,99,-60.0,1.0,0.0,2002,414,-2.63
2025-07-09,mis_rep,5,100,120.0,1.0,0.0,2003,370,0.68
2025-07-09,mis_rep,5,101,90.0,1.0,0.0,2008,382,0.09
2025-07-09,mis_rep,5,102,0.0,1.0,0.0,2005,407,-1.43
2025-07-09,mis_rep,5,103,-30.0,1.0,0.0,2005,391,-2.14
2025-07-09,mis_rep,5,104,-30.0,1.0,0.0,2009,399,-2.04
2025-07-09,mis_rep,5,105,150.0,1.0,0.0,2005,387,1.01
2025-07-09,mis_rep,5,106,-90.0,1.0,0.0,2009,376,-2.97
2025-07-09,mis_rep,5,107,-60.0,1.0,0.0,2001,382,-2.55
2025-07-09,mis_rep,5,108,-90.0,1.0,0.0,2009,387,-3.09
2025-07-09,mis_rep,5,109,90.0,1.0,0.0,2010,338,0.02
2025-07-09,mis_rep,5,110,-30.0,1.0,0.0,2005,402,-2.16
2025-07-09,mis_rep,5,111,150.0,1.0,0.0,2004,370,1.07
2025-07-09,mis_rep,5,112,-60.0,1.0,0.0,2003,392,-2.69
2025-07-09,mis_rep,5,113,-60.0,1.0,0.0,2005,377,-2.56
2025-07-09,mis_rep,5,114,-30.0,1.0,0.0,2004,387,-2.12
2025-07-09,mis_rep,5,115,-150.0,1.0,0.0,2009,345,2.26
2025-07-09,mis_rep,5,116,-120.0,1.0,0.0,2006,363,2.53
2025-07-09,mis_rep,5,117,-90.0,1.0,0.0,2006,374,-3.09
2025-07-09,mis_rep,5,118,-30.0,1.0,0.0,2010,374,-2.1
2025-07-09,mis_rep,5,119,30.0,1.0,0.0,2008,343,-0.93
