date,condition,subject,trial,target_angle,su,rotation,rt,mt,ep
2025-09-11,mis_rep,16,0,-90.0,1.0,0.0,2003,694,-3.12
2025-09-11,mis_rep,16,1,150.0,1.0,0.0,2004,666,1.05
2025-09-11,mis_rep,16,2,-120.0,1.0,0.0,2010,653,2.51
2025-09-11,mis_rep,16,3,-120.0,1.0,0.0,2009,598,2.62
2025-09-11,mis_rep,16,4,-30.0,1.0,0.0,2005,663,-2.21
2025-09-11,mis_rep,16,5,-150.0,1.0,0.0,2009,623,2.06
2025-09-11,mis_rep,16,6,30.0,1.0,0.0,2011,934,-0.97
2025-09-11,mis_rep,16,7,60.0,1.0,0.0,2005,767,-0.68
2025-09-11,mis_rep,16,8,150.0,1.0,0.0,2005,809,1.18
2025-09-11,mis_rep,16,9,30.0,1.0,0.0,2006,977,-1.05
2025-09-11,mis_rep,16,10,-90.0,1.0,0.0,2008,667,-3.11
2025-09-11,mis_rep,16,11,30.0,1.0,0.0,2010,593,-0.97
2025-09-11,mis_rep,16,12,120.0,1.0,0.0,2003,743,0.43
2025-09-11,mis_rep,16,13,-30.0,1.0,0.0,2006,622,-2.16
2025-09-11,mis_rep,16,14,60.0,1.0,0.0,2011,643,-0.56
2025-09-11,mis_rep,16,15,-150.0,1.0,0.0,2005,574,2.07
2025-09-11,mis_rep,16,16,-150.0,1.0,0.0,2001,591,2.15
2025-09-11,mis_rep,16,17,-60.0,1.0,0.0,2009,642,-2.67
2025-09-11,mis_rep,16,18,120.0,1.0,0.0,2009,711,0.55
2025-09-11,mis_rep,16,19,0.0,1.0,0.0,2001,713,-1.51
2025-09-11,mis_rep,16,20,0.0,1.0,0.0,2003,583,-1.68
2025-09-11,mis_rep,16,21,90.0,1.0,0.0,2010,719,-0.01
2025-09-11,mis_rep,16,22,-60.0,1.0,0.0,2005,609,-2.57
2025-09-11,mis_rep,16,23,150.0,1.0,0.0,2005,622,0.94
2025-09-11,mis_rep,16,24,90.0,1.0,0.0,2002,680,-0.02
2025-09-11,mis_rep,16,25,120.0,1.0,0.0,2009,601,0.7
2025-09-11,mis_rep,16,26,-30.0,1.0,0.0,2008,837,-2.01
2025-09-11,mis_rep,16,27,60.0,1.0,0.0,2008,604,-0.54
2025-09-11,mis_rep,16,28,0.0,1.0,0.0,2005,672,-1.67
2025-09-11,mis_rep,16,29,-60.0,1.0,0.0,2004,874,-2.72
2025-09-11,mis_rep,16,30,-120.0,1.0,0.0,2006,813,2.59
2025-09-11,mis_rep,16,31,-90.0,1.0,0.0,2005,751,3.05
2025-09-11,mis_rep,16,32,90.0,1.0,0.0,2002,752,0.05
2025-09-11,mis_rep,16,33,30.0,1.0,0.0,2003,889,-1.07
2025-09-11,mis_rep,16,34,-120.0,1.0,0.0,2002,666,2.62
2025-09-11,mis_rep,16,35,-90.0,1.0,0.0,2010,1002,-3.1
2025-09-11,mis_rep,16,36,-30.0,1.0,0.0,2004,620,-2.24
2025-09-11,mis_rep,16,37,60.0,1.0,0.0,2005,1015,-0.53
2025-09-11,mis_rep,16,38,-120.0,1.0,0.0,2009,756,2.57
2025-09-11,mis_rep,16,39,-30.0,1.0,0.0,2009,785,-2.3
2025-09-11,mis_rep,16,40,120.0,1.0,0.0,2001,760,0.38
2025-09-11,mis_rep,16,41,-30.0,1.0,0.0,2001,862,-2.37
2025-09-11,mis_rep,16,42,0.0,1.0,0.0,2003,795,-1.68
2025-09-11,mis_rep,16,43,30.0,1.0,0.0,2003,903,-1.05
