date,condition,subject,trial,target_angle,su,rotation,rt,mt,ep
2025-05-20,mis_rep,2000,0,-60.0,1.0,0.0,2006,1320,-2.9
2025-05-20,mis_rep,2000,1,150.0,1.0,0.0,2004,722,0.66
2025-05-20,mis_rep,2000,2,-60.0,1.0,0.0,2004,558,-2.84
2025-05-20,mis_rep,2000,3,-30.0,1.0,0.0,2003,653,-2.37
2025-05-20,mis_rep,2000,4,60.0,1.0,0.0,2006,464,-0.6
2025-05-20,mis_rep,2000,5,120.0,1.0,0.0,2001,495,0.39
2025-05-20,mis_rep,2000,6,-150.0,1.0,0.0,2010,402,2.15
2025-05-20,mis_rep,2000,7,-30.0,1.0,0.0,2003,464,-2.43
2025-05-20,mis_rep,2000,8,60.0,1.0,0.0,2009,441,-0.52
2025-05-20,mis_rep,2000,9,150.0,1.0,0.0,2002,433,0.78
2025-05-20,mis_rep,2000,10,30.0,1.0,0.0,2001,444,-0.79
2025-05-20,mis_rep,2000,11,-120.0,1.0,0.0,2004,444,2.62
2025-05-20,mis_rep,2000,12,-120.0,1.0,0.0,2004,475,2.88
2025-05-20,mis_rep,2000,13,-60.0,1.0,0.0,2007,455,-2.88
2025-05-20,mis_rep,2000,14,-150.0,1.0,0.0,2008,383,2.3
2025-05-20,mis_rep,2000,15,-150.0,1.0,0.0,2001,463,2.23
2025-05-20,mis_rep,2000,16,30.0,1.0,0.0,2010,415,-0.93
2025-05-20,mis_rep,2000,17,120.0,1.0,0.0,2009,574,0.46
2025-05-20,mis_rep,2000,18,150.0,1.0,0.0,2002,507,0.62
2025-05-20,mis_rep,2000,19,-30.0,1.0,0.0,2004,568,-2.38
2025-05-20,mis_rep,2000,20,-90.0,1.0,0.0,2001,424,2.87
2025-05-20,mis_rep,2000,21,0.0,1.0,0.0,2011,469,-1.72
2025-05-20,mis_rep,2000,22,120.0,1.0,0.0,2008,518,0.46
2025-05-20,mis_rep,2000,23,0.0,1.0,0.0,2010,495,-1.74
2025-05-20,mis_rep,2000,24,-120.0,1.0,0.0,2011,454,2.92
2025-05-20,mis_rep,2000,25,-90.0,1.0,0.0,2010,473,3.06
2025-05-20,mis_rep,2000,26,90.0,1.0,0.0,2002,555,0.01
2025-05-20,mis_rep,2000,27,90.0,1.0,0.0,2006,435,-0.05
2025-05-20,mis_rep,2000,28,90.0,1.0,0.0,2001,484,0.0
2025-05-20,mis_rep,2000,29,60.0,1.0,0.0,2005,536,-0.51
2025-05-20,mis_rep,2000,30,-90.0,1.0,0.0,2009,446,3.1
2025-05-20,mis_rep,2000,31,30.0,1.0,0.0,2001,507,-0.95
2025-05-20,mis_rep,2000,32,0.0,1.0,0.0,2010,570,-1.81
2025-05-20,mis_rep,2000,33,-90.0,1.0,0.0,2010,435,3.12
2025-05-20,mis_rep,2000,34,60.0,1.0,0.0,2003,465,-0.56
2025-05-20,mis_rep,2000,35,-150.0,1.0,0.0,2008,503,2.15
2025-05-20,mis_rep,2000,36,30.0,1.0,0.0,2010,734,-0.97
2025-05-20,mis_rep,2000,37,30.0,1.0,0.0,2007,556,-1.1
